LGA_CODE_2021,CANA_HNA_MHC_dep_anx,CANA_HNA_Stroke,CANA_HNA_oth_LTHC,CANA_HNA_no_LTHC,CANA_HNA_LTHC_NS,CANA_HNA_Tot,CANA_dsnt_HNA_Arth,CANA_dsnt_HNA_Asth,CANA_dsnt_HNA_Can_rem,CANA_dsnt_HNA_Dem_Alzh,CANA_dsnt_HNA_Dis_ges_dia,CANA_dsnt_HNA_HD_HA_ang,CANA_dsnt_HNA_Kid_dis,CANA_dsnt_HNA_LC_COPD_emph,CANA_dsnt_HNA_MHC_dep_anx,CANA_dsnt_HNA_Stroke,CANA_dsnt_HNA_oth_LTHC,CANA_dsnt_HNA_no_LTHC,CANA_dsnt_HNA_LTHC_NS,CANA_dsnt_HNA_Tot,CANA_NFA_NS_Arth,CANA_NFA_NS_Asth,CANA_NFA_NS_Can_rem,CANA_NFA_NS_Dem_Alzh,CANA_NFA_NS_Dia_ges_dia,CANA_NFA_NS_HD_HA_ang,CANA_NFA_NS_Kid_dis,CANA_NFA_NS_LC_COPD_emph,CANA_NFA_NS_MHC_dep_anx,CANA_NFA_NS_Stroke,CANA_NFA_NS_oth_LTHC,CANA_NFA_NS_no_LTHC,CANA_NFA_NS_LTHC_NS,CANA_NFA_NS_Tot,CANA_Tot_Arth,CANA_Tot_Asth,CANA_Tot_Can_rem,CANA_Tot_Dem_Alzh,CANA_Tot_Dia_ges_dia,CANA_Tot_HD_HA_ang,CANA_Tot_Kid_dis,CANA_Tot_LC_COPD_emph,CANA_Tot_MHC_dep_anx,CANA_Tot_Stroke,CANA_Tot_oth_LTHC,CANA_Tot_no_LTHC,CANA_Tot_LTHC_NS,CANA_Tot_Tot,ADFS_CS_Arth,ADFS_CS_Asth,ADFS_CS_Can_rem,ADFS_CS_Dem_Alzh,ADFS_CS_Dia_ges_dia,ADFS_CS_HD_HA_ang,ADFS_CS_Kid_dis,ADFS_CS_LC_COPD_emph,ADFS_CS_MHC_dep_anx,ADFS_CS_Stroke,ADFS_CS_oth_LTHC,ADFS_CS_no_LTHC,ADFS_CS_LTHC_NS,ADFS_CS_Tot,ADFS_PS_NCS_Arth,ADFS_PS_NCS_Asth,ADFS_PS_NCS_Can_rem,ADFS_PS_NCS_Dem_Alzh,ADFS_PS_NCS_Dia_ges_dia,ADFS_PS_NCS_HD_HA_ang,ADFS_PS_NCS_Kid_dis,ADFS_PS_NCS_LC_COPD_emph,ADFS_PS_NCSMHC_dep_anx,ADFS_PS_NCS_Stroke,ADFS_PS_NCS_oth_LTHC,ADFS_PS_NCS_no_LTHC,ADFS_PS_NCS_LTHC_NS,ADFS_PS_NCS_Tot,ADFS_Tot_Ser_Arth,ADFS_Tot_Ser_Asth,ADFS_Tot_Ser_Can_rem,ADFS_Tot_Ser_Dem_Alzh,ADFS_Tot_Ser_Dia_ges_dia,ADFS_Tot_Ser_HD_HA_ang,ADFS_Tot_Ser_Kid_dis,ADFS_Tot_Ser_LC_COPD_emph,ADFS_Tot_SerMHC_dep_anx,ADFS_Tot_Ser_Stroke,ADFS_Tot_Ser_oth_LTHC,ADFS_Tot_Ser_no_LTHC,ADFS_Tot_Ser_LTHC_NS,ADFS_Tot_Ser_Tot,ADFS_HNS_Arth,ADFS_HNS_Asth,ADFS_HNS_Can_rem,ADFS_HNS_Dem_Alzh,ADFS_HNS_Dia_ges_dia,ADFS_HNS_HD_HA_ang,ADFS_HNS_Kid_dis,ADFS_HNS_LC_COPD_emph,ADFS_HNS_MHC_dep_anx,ADFS_HNS_Stroke,ADFS_HNS_oth_LTHC,ADFS_HNS_no_LTHC,ADFS_HNS_LTHC_NS,ADFS_HNS_Tot,ADFS_NS_Arth,ADFS_NS_Asth,ADFS_NS_Can_rem,ADFS_NS_Dem_Alzh,ADFS_NS_Dia_ges_dia,ADFS_NS_HD_HA_ang,ADFS_NS_Kid_dis,ADFS_NS_LC_COPD_ang,ADFS_NS_MHC_dep_anx,ADFS_NS_Stroke,ADFS_NS_oth_LTHC,ADFS_NS_no_LTHC,ADFS_NS_LTHC_NS,ADFS_NS_Tot,ADFS_Tot_Arth,ADFS_Tot_Asth,ADFS_Tot_Can_rem,ADFS_Tot_Dem_Alzh,ADFS_Tot_Dia_ges_dia,ADFS_Tot_HD_HA_ang,ADFS_Tot_Kid_dis,ADFS_Tot_LC_COPD_emph,ADFS_Tot_MHC_dep_anx,ADFS_Tot_Stroke,ADFS_Tot_oth_LTHC,ADFS_Tot_no_LTHC,ADFS_Tot_LTHC_NS,ADFS_Tot_Tot
LGA52170,45,25,60,26,4,198,470,460,248,9,133,260,33,67,402,26,400,5236,225,7382,8,0,4,0,0,3,3,0,5,0,3,38,333,385,542,472,280,52,150,306,39,80,453,43,462,5298,563,7970,0,0,0,0,0,0,0,0,7,0,0,21,0,24,19,9,20,3,7,23,0,8,15,4,24,69,5,157,19,9,20,3,7,23,0,8,18,4,24,88,5,179,511,420,263,42,143,280,36,72,419,42,405,4097,207,6209,4,0,0,0,0,3,0,0,0,0,3,15,308,329,537,425,281,52,149,306,36,77,434,43,432,4202,519,6722
LGA52240,13,7,30,8,3,63,88,86,32,0,45,40,3,15,66,8,54,580,35,916,3,3,0,0,3,0,0,0,6,0,0,7,107,123,105,102,43,0,62,50,3,21,88,15,89,592,138,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,8,4,19,3,0,0,0,0,0,0,0,4,0,7,8,4,19,101,83,43,0,56,48,4,21,74,15,69,420,24,772,0,0,0,0,0,0,0,0,0,0,0,3,86,89,105,83,43,0,62,50,3,21,85,15,77,432,109,882
LGA52310,14,0,29,0,4,55,89,57,28,0,52,48,11,21,67,8,44,463,30,763,0,0,0,0,0,0,0,0,0,0,0,3,77,80,110,63,36,4,61,59,11,26,85,9,76,470,109,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,8,9,0,5,10,0,7,7,0,36,11,8,3,0,8,9,0,5,10,0,7,7,0,36,95,49,32,4,56,51,11,16,68,9,71,355,28,658,0,4,0,0,0,0,0,0,0,0,0,4,57,63,110,61,36,4,61,59,11,26,78,9,70,367,88,756
LGA52380,3,0,5,0,0,12,16,10,0,0,9,8,0,6,16,0,13,103,8,172,0,0,0,0,0,0,0,0,0,0,0,0,32,32,24,14,5,3,18,13,0,9,22,0,17,104,42,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,12,0,0,0,0,3,0,0,0,3,0,0,4,0,12,19,10,9,3,10,13,0,10,15,0,11,93,13,164,0,0,0,0,0,0,0,0,0,0,0,3,31,28,24,14,5,3,18,13,0,9,22,0,17,107,38,209
LGA52450,10,4,13,5,0,45,94,119,29,0,55,42,7,18,73,4,75,766,32,1150,0,0,0,0,0,0,0,0,0,0,0,8,93,103,114,125,39,4,64,50,16,29,85,9,88,777,126,1302,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,6,6,0,0,3,0,0,16,0,28,4,0,0,0,6,6,0,0,3,0,0,14,0,29,105,104,32,0,57,46,10,26,77,7,69,559,22,922,5,0,0,0,0,3,0,0,0,0,0,4,74,86,114,109,39,4,68,50,16,29,78,9,68,580,99,1039
LGA52520,8,3,10,0,0,47,61,94,28,0,46,32,12,15,71,12,59,766,49,1111,0,0,0,0,0,0,0,0,0,0,0,8,209,224,76,97,36,0,60,37,10,19,82,11,75,773,258,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,0,18,0,0,0,0,3,0,0,0,0,0,3,7,0,18,66,81,36,0,58,27,9,17,75,11,60,536,42,880,0,0,0,0,0,0,0,0,0,0,0,8,165,179,76,82,36,0,60,33,10,19,79,11,64,555,204,1081
LGA52590,38,8,56,11,4,135,327,212,117,5,152,137,15,66,215,19,139,1820,98,2876,4,0,0,0,0,0,0,0,0,0,0,23,311,340,394,228,135,14,174,163,28,73,257,31,199,1855,413,3355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,8,0,11,24,0,9,17,3,12,43,7,107,33,6,8,0,11,24,0,9,17,3,12,43,7,110,354,200,116,14,160,140,26,70,223,30,170,1402,84,2464,0,0,3,0,6,0,0,0,4,0,0,14,287,313,393,211,131,14,174,164,28,73,239,31,178,1464,374,2885
LGA52660,210,57,278,89,15,770,1249,1161,363,13,615,401,83,197,1198,83,837,8165,548,13032,11,12,0,0,3,4,0,0,10,0,10,76,778,891,1510,1277,460,88,748,540,126,281,1422,140,1121,8325,1336,14686,0,0,0,0,0,0,0,0,0,0,0,8,0,9,79,33,38,9,55,59,10,21,52,10,46,123,10,359,78,33,38,9,55,59,10,21,52,16,46,127,10,371,1406,994,414,75,677,459,110,251,1288,129,942,5817,436,10584,23,10,0,4,15,19,0,8,11,0,5,35,653,748,1509,1035,452,88,744,537,122,277,1356,140,1001,5983,1103,11691
LGA52730,94,16,128,24,4,299,640,447,222,11,234,223,28,108,471,27,365,3343,198,5407,9,0,4,0,4,5,0,0,0,0,3,44,543,599,740,494,253,39,278,255,40,140,570,46,496,3414,745,6310,0,0,0,0,0,0,0,0,0,0,0,3,0,3,43,11,20,0,22,23,3,9,18,9,29,70,9,179,43,11,20,0,22,23,3,9,18,9,29,71,9,185,697,419,231,41,255,233,37,132,522,38,432,2467,172,4569,5,7,0,0,3,0,0,0,4,0,0,29,426,471,740,437,253,39,278,255,38,141,545,46,463,2574,605,5225
LGA52800,28,17,81,38,10,247,167,240,61,3,317,132,47,35,179,13,200,4117,270,5415,3,4,4,0,11,8,5,0,3,0,3,102,1279,1411,215,269,81,37,399,174,86,50,212,36,288,4258,1554,7075,0,0,0,0,0,0,0,0,0,0,0,12,0,9,10,4,0,4,6,3,0,3,11,0,6,57,3,97,10,3,0,4,6,3,0,3,11,0,4,62,3,108,199,235,78,34,380,159,78,43,184,35,247,2998,155,4285,0,6,4,0,10,0,3,0,6,0,0,39,1014,1071,215,238,81,37,398,170,86,50,204,36,259,3097,1174,5466
LGA52870,102,27,127,27,9,331,581,398,180,13,255,222,30,85,454,48,350,3451,171,5441,0,0,3,0,0,0,0,0,6,0,0,23,346,383,709,441,206,45,304,290,45,124,564,73,475,3497,517,6155,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,14,16,0,19,31,0,8,27,10,25,66,9,180,40,14,16,0,19,31,0,8,27,10,25,68,9,181,657,378,188,45,281,248,46,108,515,55,410,2564,142,4614,6,6,4,0,4,0,0,4,3,4,0,30,291,335,709,394,205,45,308,287,45,124,545,74,437,2658,440,5132
LGA52940,3,0,13,8,0,30,85,72,24,0,59,34,3,18,63,7,43,356,9,626,0,0,0,0,0,0,0,0,0,0,0,0,57,55,93,71,32,6,63,32,9,19,67,10,60,360,67,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,3,3,0,0,6,0,14,3,3,0,0,3,3,0,3,3,0,0,6,0,18,89,65,32,6,52,28,0,18,63,8,49,237,8,497,0,0,0,0,3,0,0,0,0,0,0,3,39,44,93,68,32,6,61,32,9,19,69,10,48,242,48,557
LGA53010,11,0,13,0,0,24,55,54,15,0,29,27,4,12,44,5,27,344,20,541,0,0,0,0,0,0,0,0,0,0,0,0,108,112,64,60,18,5,38,28,4,19,56,4,42,343,134,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,10,0,0,3,0,3,6,0,26,3,3,0,0,6,10,0,0,3,0,3,6,0,26,57,51,17,0,29,23,4,19,48,9,31,230,12,420,0,0,0,0,0,0,0,0,0,0,0,3,93,97,64,54,18,5,38,28,4,19,55,4,32,244,104,540
LGA53080,11,11,16,0,0,43,50,53,16,0,40,24,0,25,46,9,27,276,31,493,4,3,0,0,0,4,0,0,0,0,0,9,131,143,69,57,22,3,49,42,0,28,57,16,47,279,159,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,9,5,0,8,7,0,6,8,0,31,9,3,0,0,9,5,0,8,7,0,6,7,0,28,59,46,20,3,42,33,0,29,51,12,35,230,23,449,3,0,0,0,0,0,0,0,0,0,0,10,110,119,69,53,22,3,49,42,0,28,53,16,43,237,133,600
LGA53150,81,27,116,38,42,362,482,489,238,0,156,221,34,80,545,35,465,4715,272,7067,20,8,3,17,3,10,0,4,21,0,7,35,306,386,567,510,272,73,199,272,43,105,646,62,586,4792,617,7819,0,5,0,0,0,0,0,0,0,0,0,14,0,17,37,14,21,6,12,35,8,9,20,7,22,78,12,201,45,17,21,6,12,32,8,9,27,7,22,93,12,215,521,418,240,59,185,233,33,92,608,52,506,3548,252,5914,5,0,4,5,0,0,0,3,5,0,4,14,270,304,562,437,262,73,199,270,43,105,631,60,533,3649,531,6439
LGA53220,33,4,39,22,6,124,176,448,60,8,254,134,23,39,340,15,254,5659,236,7263,4,0,0,0,6,4,3,0,0,0,3,71,2283,2376,196,473,62,10,299,150,34,47,371,14,300,5751,2524,9760,0,0,0,0,0,0,0,0,0,0,0,9,0,16,14,10,0,0,8,7,0,3,12,0,14,106,9,157,14,12,0,0,11,7,3,3,12,0,9,110,10,170,182,393,65,10,282,140,35,33,339,11,254,4311,207,5823,3,4,0,0,7,3,0,0,3,0,0,66,2106,2188,196,411,62,10,296,150,37,41,355,14,266,4492,2329,8186
LGA53290,138,51,222,58,8,598,949,1063,321,11,546,454,86,186,885,58,569,7842,416,11844,13,11,11,0,3,0,0,4,11,0,5,65,1339,1440,1149,1145,411,92,652,558,110,249,1034,116,790,7968,1760,13883,0,0,0,0,0,0,0,0,0,0,0,3,0,3,62,21,28,5,44,46,5,23,30,8,29,92,7,268,62,19,28,5,44,46,5,23,30,8,29,97,7,276,1068,952,379,86,595,500,101,224,935,105,675,5745,314,9707,16,12,4,0,7,13,0,4,9,5,6,66,1065,1185,1147,982,408,92,652,557,111,248,987,116,708,5909,1386,11164
LGA53360,16,4,32,3,5,71,170,139,63,7,74,59,12,28,143,8,130,2013,80,2696,0,0,0,0,0,0,0,0,4,0,0,32,279,320,190,149,66,12,90,71,16,33,166,14,165,2045,367,3085,0,0,0,0,0,0,0,0,0,0,0,14,0,16,20,0,6,0,11,10,3,3,10,0,8,45,3,97,21,3,6,0,11,10,3,3,15,0,12,57,5,117,166,124,57,12,77,59,10,29,149,9,136,1511,67,2159,5,0,4,0,0,0,0,0,0,0,0,25,231,254,191,130,66,12,90,71,16,33,164,14,146,1593,298,2523
LGA53430,500,122,668,137,28,1598,2128,2085,889,47,882,914,164,402,2780,143,2055,18446,940,28243,24,23,10,5,11,11,4,7,20,6,20,138,1866,2093,2659,2298,1084,297,1098,1218,250,560,3304,273,2745,18721,2840,31930,11,0,0,0,0,0,0,0,9,0,8,138,10,171,123,35,52,11,62,105,16,36,83,18,77,262,18,624,136,36,54,11,64,105,16,36,94,24,86,398,29,795,2491,2030,1021,279,1015,1079,228,514,3084,242,2476,14499,832,24794,29,12,8,8,16,17,5,8,21,5,12,68,1623,1759,2659,2073,1086,297,1092,1211,252,556,3203,266,2579,14964,2485,27353
LGA53570,61,28,99,18,7,259,508,357,160,5,216,259,33,115,326,48,251,3131,172,4862,9,3,3,0,4,4,0,0,0,0,0,37,405,451,603,396,202,26,272,323,44,150,388,80,352,3188,582,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,16,19,7,36,26,3,16,24,10,18,58,8,181,47,16,19,7,36,27,3,16,24,10,18,60,8,184,543,326,178,19,233,289,36,133,351,71,312,2443,157,4186,13,10,4,0,7,4,0,4,0,4,0,29,347,410,602,349,202,26,271,325,38,150,375,80,334,2538,510,4781
LGA53640,24,9,21,6,3,70,85,62,30,0,47,27,3,10,94,0,46,693,43,1040,0,0,0,0,0,0,0,0,7,0,0,10,94,107,103,73,37,8,63,40,10,21,118,12,66,706,148,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,4,7,0,4,0,0,16,3,0,0,0,5,7,0,4,7,0,4,0,0,16,97,67,36,9,52,36,10,16,108,13,55,499,43,856,0,0,0,0,0,0,0,0,0,0,0,5,70,71,103,67,37,8,63,40,10,21,113,12,65,505,106,952
LGA53710,11,4,18,3,0,41,81,64,30,5,60,56,5,15,70,0,51,489,25,813,0,0,0,0,0,0,0,0,0,0,0,0,99,108,95,71,42,12,59,66,5,25,85,8,64,492,134,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,8,0,5,5,0,29,10,0,0,0,0,6,0,0,8,0,5,5,0,29,81,58,40,11,58,59,5,23,79,3,54,348,22,663,0,0,0,0,0,3,0,0,0,0,0,4,93,106,95,58,36,12,59,64,5,25,86,8,57,363,111,792
LGA53780,1576,448,2225,638,152,5987,6861,7973,2196,111,5741,3224,649,1403,7426,492,6806,78852,3589,112647,60,49,24,7,54,36,8,27,72,13,54,633,6853,7744,8651,8859,2767,625,6955,4297,1023,1983,9068,947,9085,80129,10596,126376,5,0,0,0,4,0,0,0,7,0,0,88,0,102,442,134,175,34,307,293,67,132,257,61,240,688,41,1847,443,133,175,34,309,295,67,132,264,61,242,772,45,1952,8092,7284,2533,520,6555,3906,902,1791,8306,858,7768,57326,2855,91708,102,48,37,69,58,57,12,17,62,14,48,430,5714,6447,8640,7472,2743,620,6920,4260,982,1948,8633,942,8059,58526,8618,100107
LGA53800,653,162,810,196,44,2136,2641,3071,993,45,1777,1206,316,573,2910,200,2063,21255,1403,33430,41,30,9,6,22,16,3,12,33,14,28,155,3639,3928,3389,3432,1252,374,2216,1652,475,816,3601,369,2897,21603,5090,39489,0,0,0,0,0,0,0,0,4,0,4,29,0,36,203,60,90,18,125,143,36,66,121,27,103,334,29,878,207,62,90,18,125,143,36,66,126,27,108,360,31,913,3100,2749,1126,284,2026,1471,423,714,3266,329,2397,15337,1120,27540,73,41,27,68,48,31,14,21,60,12,56,105,2872,3170,3379,2855,1246,374,2202,1641,470,802,3451,369,2563,15803,4029,31634
LGA53920,17,8,42,26,8,140,47,112,13,7,170,89,19,24,66,11,93,2160,325,2966,0,0,0,0,0,5,0,0,0,0,0,75,385,468,56,131,21,11,203,109,28,28,82,23,143,2264,725,3574,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,6,0,0,0,5,0,0,19,0,29,3,0,0,0,6,0,0,0,9,3,0,16,0,28,50,119,18,11,195,99,29,23,76,15,125,1571,161,2267,3,0,0,0,0,5,0,0,3,0,0,67,312,395,57,122,21,11,201,107,29,23,85,23,129,1652,481,2685
LGA53990,393,95,540,114,33,1319,2229,2177,750,34,1133,812,151,392,2126,130,1553,16704,1027,25776,25,10,9,0,21,15,0,3,15,6,16,116,1291,1479,2680,2383,896,142,1372,1037,225,526,2535,227,2108,16939,2348,28567,0,0,0,0,0,0,0,0,0,0,0,14,3,25,149,47,74,8,100,77,17,37,84,27,81,274,30,693,149,45,74,8,100,80,17,37,80,27,84,292,32,712,2495,1845,799,132,1252,935,192,473,2282,198,1730,11895,772,20642,27,13,15,0,9,21,5,9,6,7,15,94,1086,1249,2670,1908,893,142,1360,1032,214,522,2376,223,1827,12277,1897,22603
LGA54060,51,14,76,11,0,195,348,225,119,11,197,144,37,73,224,24,162,1909,115,3080,10,0,4,0,3,4,5,0,0,0,5,17,372,403,438,262,147,28,230,185,47,109,276,37,241,1936,490,3680,0,0,0,0,0,0,0,0,0,0,0,3,0,3,33,6,19,3,18,22,4,14,23,8,23,49,0,131,33,6,19,3,18,22,4,14,23,8,23,54,0,134,400,217,126,21,207,151,37,89,236,34,194,1450,101,2635,8,6,3,0,3,6,6,8,8,0,6,12,323,353,438,228,147,28,229,182,43,109,262,37,225,1510,421,3126
LGA54130,8,4,16,6,0,36,87,88,24,0,31,35,0,18,70,6,57,698,40,1024,0,0,0,0,0,0,0,0,0,0,0,5,105,106,95,92,24,4,40,44,6,21,75,5,67,701,140,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,6,3,0,3,5,0,3,9,0,31,6,0,3,0,6,3,0,3,5,0,3,9,0,31,92,85,19,4,34,38,6,18,76,4,56,483,32,798,0,0,0,0,0,0,0,0,0,0,0,3,73,85,95,88,26,4,40,44,6,21,75,5,60,493,109,911
LGA54170,1628,476,2402,640,140,6213,11078,11162,4301,168,5178,4920,727,1683,10613,735,9918,99374,5117,148378,107,78,39,4,41,54,8,21,89,12,44,643,4444,5417,13042,11941,5022,999,6087,6035,1023,2212,12330,1217,12361,100657,9703,160003,27,17,0,0,6,4,0,0,27,5,22,237,6,322,769,243,339,76,383,521,74,184,482,95,470,1479,99,3628,790,262,346,76,387,525,71,190,506,98,487,1716,111,3953,12096,9919,4625,869,5590,5403,909,1971,11100,1091,10506,73820,4160,121717,119,53,30,58,47,58,13,21,55,21,98,326,3858,4488,13011,10229,5000,999,6026,5991,995,2178,11664,1218,11085,75865,8123,130156
LGA54200,713,227,1004,299,85,2752,4212,4128,1533,75,2429,1866,338,798,4267,326,3525,34889,1794,53384,65,47,22,34,55,41,9,28,89,11,28,231,2194,2632,5094,4511,1829,397,2925,2392,481,1066,5068,567,4560,35422,4067,58762,8,0,0,0,5,3,0,0,5,0,6,44,0,67,233,78,109,15,176,184,36,81,137,37,136,546,46,1308,241,77,115,14,176,183,36,81,140,37,142,593,43,1376,4789,3712,1685,339,2665,2148,421,939,4588,511,3914,25350,1459,43839,51,32,15,43,56,57,12,21,93,11,48,171,1822,2183,5082,3821,1821,397,2906,2390,469,1042,4818,564,4104,26110,3324,47399
LGA54280,251,62,350,124,20,908,1384,1767,448,10,1033,568,164,253,1643,106,1269,17897,998,25122,10,13,4,0,15,9,0,6,3,6,14,146,3078,3276,1646,1914,556,114,1240,721,245,363,1899,166,1629,18160,4091,29306,0,0,0,0,3,0,0,0,0,0,0,30,3,39,90,29,25,4,66,59,18,28,67,9,60,218,19,496,90,29,25,4,72,61,18,28,69,9,58,248,23,531,1529,1553,522,108,1146,643,218,325,1740,156,1372,12690,796,19658,15,17,0,0,10,4,8,0,18,4,10,119,2458,2626,1635,1593,552,114,1229,711,240,357,1833,166,1436,13053,3273,22815
LGA54310,88,19,128,67,13,332,559,1152,207,13,515,225,56,83,992,40,748,13826,643,18085,7,8,0,0,0,0,0,0,8,0,8,97,3650,3778,611,1201,229,30,566,255,77,104,1093,52,888,13998,4302,22199,11,0,0,0,0,0,0,0,3,0,3,56,4,76,36,22,11,0,24,14,4,9,43,3,26,236,15,377,40,22,12,0,24,14,0,9,52,3,29,292,17,450,569,954,214,16,524,227,63,86,962,45,700,9314,467,13078,4,13,3,3,13,5,5,3,9,10,9,87,2899,3026,612,992,227,24,563,243,73,100,1026,53,736,9691,3390,16560
LGA54340,33,13,64,18,6,208,338,275,85,7,199,111,30,43,277,26,193,2263,107,3418,4,0,0,0,0,4,0,0,3,0,3,44,373,430,420,301,106,32,244,151,39,63,322,43,259,2322,488,4057,0,0,0,0,0,0,0,0,0,0,0,0,4,4,24,3,13,0,8,12,6,0,15,0,9,19,0,72,24,3,13,0,8,12,6,0,15,0,9,24,3,78,386,250,87,31,227,133,41,49,286,40,212,1683,77,2859,12,7,3,5,6,3,0,5,9,5,9,31,274,336,418,264,106,32,244,151,39,57,317,43,237,1739,361,3271
LGA54410,37,8,63,5,0,130,124,110,28,3,51,47,11,25,63,4,54,529,28,886,0,0,0,0,0,0,0,0,0,0,0,5,115,128,170,134,36,26,72,76,15,40,99,13,114,541,145,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,0,0,10,0,4,5,5,0,10,0,31,12,12,3,0,0,10,0,4,5,5,0,10,0,31,161,117,30,26,69,62,11,37,93,7,101,401,29,837,7,6,4,0,0,4,0,0,0,0,5,13,104,130,170,128,36,26,72,76,15,40,94,13,111,425,133,992
LGA54480,5,0,3,0,0,10,23,32,7,0,25,14,0,5,25,4,27,306,14,424,0,0,0,0,0,0,0,0,0,0,0,3,47,59,28,37,6,3,31,15,0,8,30,4,29,312,67,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,6,30,30,9,0,24,13,0,7,27,0,26,203,10,319,0,0,0,0,0,0,0,0,0,0,0,4,45,49,28,30,6,3,31,15,0,8,27,4,29,209,51,370
LGA54550,28,11,38,9,0,93,181,146,60,0,80,61,10,18,128,12,89,1031,76,1657,0,7,0,0,0,0,0,0,0,0,0,14,125,152,227,163,86,16,103,80,16,30,155,18,123,1052,204,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,3,8,0,0,4,3,5,12,0,41,10,6,3,0,3,8,0,0,4,3,5,12,0,41,214,129,77,16,98,75,15,25,138,19,109,737,55,1368,3,0,0,0,3,0,0,0,0,0,0,7,112,127,227,133,86,16,101,80,16,30,145,18,114,758,168,1532
LGA54620,15,0,5,3,3,41,81,65,21,0,36,27,5,18,61,3,37,450,23,704,0,0,0,0,0,0,0,0,0,0,0,0,100,102,85,71,16,4,47,35,11,21,78,5,45,457,124,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,13,3,0,0,0,0,0,0,0,0,0,0,9,0,13,87,64,14,4,42,30,8,22,70,9,43,332,21,598,0,0,0,0,0,0,0,0,0,0,0,0,81,83,85,61,16,4,47,35,11,22,73,5,39,346,104,702
LGA54690,4,0,4,0,0,18,43,34,12,0,23,14,0,13,35,0,17,198,9,336,0,0,0,0,0,0,0,0,0,0,0,0,8,14,52,36,18,5,32,20,6,11,36,0,23,201,18,361,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,6,0,0,0,0,3,4,0,12,0,0,3,0,0,6,0,0,0,0,3,3,0,16,44,33,6,0,25,21,6,14,35,0,18,140,6,273,0,0,0,0,0,0,0,0,0,0,0,3,10,12,51,33,16,5,32,20,6,11,36,0,19,148,16,302
LGA54760,5,0,3,0,0,21,59,67,17,0,24,14,0,9,58,0,28,432,28,658,0,0,0,0,0,0,0,0,0,0,0,9,78,90,70,73,23,4,30,16,0,14,57,3,37,444,106,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,5,0,0,0,4,0,11,4,0,0,0,3,3,0,5,0,0,0,4,0,11,62,59,20,4,27,16,0,11,61,5,30,314,22,530,4,0,0,0,0,0,0,0,0,0,0,3,63,67,70,56,21,4,30,16,0,8,57,3,34,316,83,605
LGA54830,731,157,936,207,31,2175,2387,3375,661,33,1789,949,257,520,3695,157,2495,27218,1381,40003,34,31,3,0,20,19,4,5,27,3,25,208,3373,3687,3087,3739,861,207,2221,1316,358,755,4450,313,3453,27633,4785,45867,11,14,0,0,3,4,0,0,23,0,7,200,8,253,175,69,66,6,127,108,25,57,152,18,115,375,16,875,185,88,64,6,134,111,25,57,171,19,125,573,21,1131,2861,2950,781,192,2048,1177,314,675,4025,282,2893,18608,1032,31211,30,21,14,7,23,15,7,13,29,4,14,133,2893,3110,3076,3051,855,207,2202,1302,342,741,4226,314,3023,19316,3939,35457
LGA54900,3,0,10,3,0,26,81,81,30,0,52,31,3,12,69,4,41,813,36,1144,4,0,0,0,0,0,0,0,0,0,0,6,73,83,92,86,34,3,55,34,7,8,68,5,51,821,112,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,3,0,0,3,0,20,9,0,3,0,0,3,0,0,3,0,0,3,0,20,84,72,29,3,55,31,7,8,67,5,36,600,27,917,0,0,0,0,0,0,0,0,0,0,0,7,73,79,92,74,33,3,55,34,7,8,66,5,43,603,98,1017
