LGA_CODE_2021,A0_14_SEO_B_05,A0_14_SEO_05_10,A0_14_SEO_11_15,A0_14_SEO_16,A0_14_SEO_17,A0_14_SEO_18,A0_14_SEO_19,A0_14_SEO_20,A0_14_SEO_21,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_UOLSE_VWW_B_05,A0_14_UOLSE_VWW_05_10,A0_14_UOLSE_VWW_11_15,A0_14_UOLSE_VWW_16,A0_14_UOLSE_VWW_17,A0_14_UOLSE_VWW_18,A0_14_UOLSE_VWW_19,A0_14_UOLSE_VWW_20,A0_14_UOLSE_VWW_21,A0_14_UOLSE_VWW_YNS,A0_14_UOLSE_VWW_T,A0_14_UOLSE_NWNAA_B_05,A0_14_UOLSE_NWNAA_05_10,A0_14_UOLSE_NWNAA_11_15,A0_14_UOLSE_NWNAA_16,A0_14_UOLSE_NWNAA_17,A0_14_UOLSE_NWNAA_18,A0_14_UOLSE_NWNAA_19,A0_14_UOLSE_NWNAA_20,A0_14_UOLSE_NWNAA_21,A0_14_UOLSE_NWNAA_YNS,A0_14_UOLSE_NWNAA_T,A0_14_UOLSE_PinE_NS_B_05,A0_14_UOLSE_PinE_NS_05_10,A0_14_UOLSE_PinE_NS_11_15,A0_14_UOLSE_PinE_NS_16,A0_14_UOLSE_PinE_NS_17,A0_14_UOLSE_PinE_NS_18,A0_14_UOLSE_PinE_NS_19,A0_14_UOLSE_PinE_NS_20,A0_14_UOLSE_PinE_NS_21,A0_14_UOLSE_PinE_NS_YNS,A0_14_UOLSE_PinE_NS_T,A0_14_UOLSE_T_B_05,A0_14_UOLSE_T_05_10,A0_14_UOLSE_T_11_15,A0_14_UOLSE_T_16,A0_14_UOLSE_T_17,A0_14_UOLSE_T_18,A0_14_UOLSE_T_19,A0_14_UOLSE_T_20,A0_14_UOLSE_T_21,A0_14_UOLSE_T_YNS,A0_14_UOLSE_T_T,A0_14_L_PinE_NS_B_05,A0_14_L_PinE_NS_05_10,A0_14_L_PinE_NS_11_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_17,A0_14_L_PinE_NS_18,A0_14_L_PinE_NS_19,A0_14_L_PinE_NS_20,A0_14_L_PinE_NS_21,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B_05,A0_14_T_05_10,A0_14_T_11_15,A0_14_T_16,A0_14_T_17,A0_14_T_18,A0_14_T_19,A0_14_T_20,A0_14_T_21,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B_05,A15_24_SEO_05_10,A15_24_SEO_11_15,A15_24_SEO_16,A15_24_SEO_17,A15_24_SEO_18,A15_24_SEO_19,A15_24_SEO_20,A15_24_SEO_21,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_UOLSE_VWW_B_05,A15_24_UOLSE_VWW_05_10,A15_24_UOLSE_VWW_11_15,A15_24_UOLSE_VWW_16,A15_24_UOLSE_VWW_17,A15_24_UOLSE_VWW_18,A15_24_UOLSE_VWW_19,A15_24_UOLSE_VWW_20,A15_24_UOLSE_VWW_21,A15_24_UOLSE_VWW_YNS,A15_24_UOLSE_VWW_T,A15_24_UOLSE_NWNAA_B_05,A15_24_UOLSE_NWNAA_05_10,A15_24_UOLSE_NWNAA_11_15,A15_24_UOLSE_NWNAA_16,A15_24_UOLSE_NWNAA_17,A15_24_UOLSE_NWNAA_18,A15_24_UOLSE_NWNAA_19,A15_24_UOLSE_NWNAA_20,A15_24_UOLSE_NWNAA_21,A15_24_UOLSE_NWNAA_YNS,A15_24_UOLSE_NWNAA_T,A15_24_UOLSE_PinE_NS_B_05,A15_24_UOLSE_PinE_NS_05_10,A15_24_UOLSE_PinE_NS_11_15,A15_24_UOLSE_PinE_NS_16,A15_24_UOLSE_PinE_NS_17,A15_24_UOLSE_PinE_NS_18,A15_24_UOLSE_PinE_NS_19,A15_24_UOLSE_PinE_NS_20,A15_24_UOLSE_PinE_NS_21,A15_24_UOLSE_PinE_NS_YNS,A15_24_UOLSE_PinE_NS_T,A15_24_UOLSE_T_B_05,A15_24_UOLSE_T_05_10,A15_24_UOLSE_T_11_15,A15_24_UOLSE_T_16,A15_24_UOLSE_T_17,A15_24_UOLSE_T_18,A15_24_UOLSE_T_19,A15_24_UOLSE_T_20,A15_24_UOLSE_T_21,A15_24_UOLSE_T_YNS,A15_24_UOLSE_T_T,A15_24_L_PinE_NS_B_05,A15_24_L_PinE_NS_05_10,A15_24_L_PinE_NS_11_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_17,A15_24_L_PinE_NS_18,A15_24_L_PinE_NS_19,A15_24_L_PinE_NS_20,A15_24_L_PinE_NS_21,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B_05,A15_24_T_05_10,A15_24_T_11_15,A15_24_T_16,A15_24_T_17,A15_24_T_18,A15_24_T_19,A15_24_T_20,A15_24_T_21,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B_05,A25_34_SEO_05_10,A25_34_SEO_11_15,A25_34_SEO_16,A25_34_SEO_17,A25_34_SEO_18,A25_34_SEO_19,A25_34_SEO_20,A25_34_SEO_21,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_UOLSE_VWW_B_05,A25_34_UOLSE_VWW_05_10,A25_34_UOLSE_VWW_11_15,A25_34_UOLSE_VWW_16,A25_34_UOLSE_VWW_17,A25_34_UOLSE_VWW_18,A25_34_UOLSE_VWW_19,A25_34_UOLSE_VWW_20,A25_34_UOLSE_VWW_21,A25_34_UOLSE_VWW_YNS,A25_34_UOLSE_VWW_T,A25_34_UOLSE_NWNAA_B_05,A25_34_UOLSE_NWNAA_05_10,A25_34_UOLSE_NWNAA_11_15,A25_34_UOLSE_NWNAA_16,A25_34_UOLSE_NWNAA_17,A25_34_UOLSE_NWNAA_18,A25_34_UOLSE_NWNAA_19,A25_34_UOLSE_NWNAA_20,A25_34_UOLSE_NWNAA_21,A25_34_UOLSE_NWNAA_YNS,A25_34_UOLSE_NWNAA_T,A25_34_UOLSE_PinE_NS_B_05,A25_34_UOLSE_PinE_NS_05_10,A25_34_UOLSE_PinE_NS_11_15,A25_34_UOLSE_PinE_NS_16,A25_34_UOLSE_PinE_NS_17,A25_34_UOLSE_PinE_NS_18,A25_34_UOLSE_PinE_NS_19,A25_34_UOLSE_PinE_NS_20,A25_34_UOLSE_PinE_NS_21,A25_34_UOLSE_PinE_NS_YNS,A25_34_UOLSE_PinE_NS_T,A25_34_UOLSE_T_B_05,A25_34_UOLSE_T_05_10
LGA52450,..,0,0,3,0,0,0,0,0,0,7,..,0,4,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,3,5,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,3,5,0,0,0,0,4,0,12,0,3,0,0,0,0,3,0,0,0,10,0,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,4,0,0,0,23,4,0,5,0,3,0,0,0,0,0,13,0,0,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,..,0,4,0,0,4,0,0,0,0,8,..,0,6,0,0,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,4,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,0,15,0,0,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,7,0,5,4,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3,0,0,4,0,0,0,21,6,4,6,3,0,0,0,0,0,0,19,3,0,11,0,0,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA52590,..,0,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,3,0,0,0,9,0,6,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,13,10,4,5,6,0,0,6,0,0,5,30,4,0,11,0,9,0,14,3,0,0,36,0,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA52660,..,13,44,0,4,5,6,0,0,8,81,..,0,20,8,6,3,3,0,0,5,44,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,20,8,6,3,3,0,0,5,44,..,0,0,0,0,0,0,0,0,0,0,..,15,62,8,9,8,6,0,0,14,121,16,64,17,5,0,0,0,0,0,0,100,7,16,18,4,0,0,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,18,4,0,0,4,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,18,78,36,9,0,0,3,4,4,5,153,49,52,41,7,3,9,4,4,0,9,175,9,29,35,8,14,8,0,6,0,4,102,0,0,0,0,0,9,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,9,29
LGA52730,..,4,6,0,4,0,0,0,0,0,21,..,3,0,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,3,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,12,7,0,3,0,0,0,0,0,32,4,9,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,21,8,0,13,0,0,0,0,0,0,4,40,0,0,3,3,0,0,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52800,..,0,0,0,0,0,0,0,0,0,3,..,0,10,0,0,0,3,0,5,0,22,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,0,3,0,5,0,22,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,0,3,8,6,5,0,26,3,7,0,0,0,0,0,0,0,0,17,0,0,7,0,0,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,6,5,0,0,37,12,12,12,6,4,0,4,0,0,3,49,0,6,13,6,7,15,9,9,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA52870,..,4,5,0,0,0,0,0,0,5,19,..,4,0,0,0,3,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,0,0,0,3,4,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,7,4,0,0,3,0,0,0,15,34,6,9,0,0,0,0,0,0,0,0,24,0,5,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,16,6,0,0,3,3,0,5,0,39,14,9,13,0,0,0,0,4,0,0,41,3,4,13,5,0,4,12,0,0,0,47,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,4
LGA52940,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,..,17,37,10,7,9,3,3,3,9,100,..,0,8,3,4,5,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,8,3,4,5,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,22,44,14,11,12,0,7,3,9,116,23,33,15,0,0,0,4,0,0,0,86,0,9,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,26,43,26,0,0,0,4,0,0,0,110,48,23,25,0,12,6,11,0,7,0,120,8,9,15,6,0,3,7,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9
LGA53220,..,10,19,0,4,0,15,5,0,5,64,..,0,10,0,6,0,5,0,0,3,30,..,0,0,0,0,0,0,3,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,9,0,8,3,0,3,33,..,0,0,0,0,0,3,0,0,0,3,..,15,32,0,8,0,23,5,0,13,94,10,26,14,0,7,4,10,0,0,5,81,0,15,16,3,4,5,6,7,4,5,72,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,19,3,4,5,13,7,4,0,77,0,0,0,0,0,0,0,0,0,0,0,10,42,36,5,9,8,24,7,8,10,155,70,68,62,6,13,13,31,6,4,14,288,13,45,62,16,15,22,40,10,3,3,235,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,13,47
LGA53290,..,5,11,6,7,0,8,4,0,0,45,..,0,7,4,4,3,16,4,0,0,40,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,4,3,3,16,7,0,0,38,..,0,0,0,0,0,0,0,0,0,0,..,6,23,11,13,8,21,8,0,3,85,11,16,10,0,3,0,0,0,5,4,56,0,12,9,0,0,0,0,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,3,4,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,12,32,17,0,3,7,7,8,5,4,86,36,23,31,3,3,3,11,4,0,4,119,3,19,21,4,10,6,13,3,0,0,92,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,19
LGA53360,..,0,0,0,0,0,4,0,0,0,12,..,0,0,5,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,5,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,8,0,0,0,22,5,5,0,0,0,0,0,0,0,0,17,0,0,0,4,5,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,3,0,10,3,0,0,34,17,17,18,5,0,10,10,7,8,0,95,0,4,5,0,3,19,16,6,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA53430,..,31,63,10,10,12,27,9,10,5,180,..,10,27,11,15,16,7,13,0,3,101,..,0,0,0,0,5,0,3,3,0,10,..,0,0,0,0,0,0,0,0,0,0,..,10,27,11,15,15,10,12,3,3,109,..,0,0,0,0,0,0,0,0,0,0,..,43,94,18,21,32,36,15,16,12,293,83,118,38,11,6,7,16,19,0,9,302,8,49,32,5,8,12,18,9,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,49,32,5,8,12,18,9,0,3,159,0,0,0,0,0,0,0,0,0,0,3,93,164,75,18,12,16,34,23,9,14,462,244,95,170,37,43,65,78,50,21,16,819,43,42,91,31,33,41,72,32,6,10,410,0,0,0,0,0,0,4,5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,43,42
LGA53570,..,3,7,0,0,0,0,0,0,0,8,..,4,0,0,0,0,3,7,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,3,7,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,8,5,4,0,0,3,7,0,3,26,3,20,10,0,0,0,0,0,4,0,36,0,8,3,0,0,0,4,4,12,0,35,0,0,0,0,0,4,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,5,5,4,18,0,44,0,0,0,0,0,0,0,0,0,0,0,3,23,16,0,0,5,7,4,20,3,80,11,5,11,5,0,7,3,0,3,0,54,0,0,12,0,8,23,39,0,29,9,122,4,0,0,0,0,14,15,13,5,0,55,0,0,0,0,0,0,0,0,3,4,11,8,0
LGA53640,..,0,0,0,0,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,4,0,0,0,0,0,21,5,5,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,0,5,0,0,10,0,0,9,0,0,0,0,0,0,0,13,0,0,6,0,0,3,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,..,155,485,93,67,65,59,38,22,43,1029,..,259,1029,218,220,200,244,51,10,59,2296,..,0,17,8,11,21,54,34,36,19,193,..,0,6,0,0,0,4,0,0,3,20,..,263,1046,223,241,222,297,84,47,78,2508,..,0,0,4,0,0,0,0,0,0,3,..,421,1532,325,301,280,362,124,68,124,3542,268,811,355,34,37,27,45,26,9,39,1651,210,1454,1236,210,216,234,340,107,19,62,4083,4,11,23,25,12,27,36,21,10,6,172,0,0,0,0,0,0,0,0,0,0,5,214,1469,1260,230,229,260,377,127,24,67,4266,3,0,0,0,0,0,0,0,0,22,22,484,2288,1617,263,266,287,417,153,34,130,5943,623,449,387,48,49,51,57,22,8,48,1742,623,1826,2058,451,325,506,547,97,33,115,6573,14,107,211,70,72,67,99,26,17,20,694,0,3,0,0,0,3,0,0,0,3,10,637,1939
LGA53800,..,24,69,11,22,7,0,0,7,7,145,..,7,54,25,13,10,9,11,10,11,155,..,0,0,0,0,0,0,0,6,5,12,..,0,0,0,0,0,0,0,0,0,0,..,7,54,25,13,10,9,18,22,13,166,..,0,0,0,0,0,0,0,0,0,0,..,29,120,38,37,17,14,14,23,13,316,31,76,56,0,4,0,10,0,0,6,182,5,57,48,8,5,11,9,5,0,0,149,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,57,55,10,5,11,11,5,0,0,150,0,0,0,0,0,0,0,0,0,0,0,38,134,108,8,11,11,15,7,0,6,339,109,67,66,18,10,16,8,10,7,5,312,13,50,118,17,20,37,33,14,4,3,322,0,0,4,0,0,5,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,19,50
LGA53920,..,0,5,0,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,11,8,6,0,3,4,3,0,0,0,0,26,3,0,6,0,0,5,6,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA53990,..,31,94,19,15,12,5,3,0,11,190,..,8,40,7,15,20,18,0,0,5,116,..,0,0,0,0,3,3,0,0,0,10,..,0,0,0,0,0,0,0,0,0,3,..,8,40,8,13,23,26,0,0,8,131,..,0,0,0,0,0,0,0,0,0,4,..,45,132,29,28,34,27,6,3,19,320,35,151,54,0,0,7,0,0,0,4,258,0,52,45,8,10,4,5,7,0,7,139,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,45,8,10,4,8,9,0,6,145,0,0,0,0,0,0,0,0,0,0,0,42,203,99,8,14,12,6,11,4,12,400,80,88,76,9,9,9,8,0,3,3,294,7,41,101,24,29,45,52,13,15,22,355,4,0,8,0,3,22,21,3,0,0,68,0,0,0,0,0,0,0,0,0,0,0,11,41
LGA54060,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,0,5,3,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54130,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,4,0,0,0,15,0,0,0,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,..,323,1158,173,141,175,142,111,24,45,2292,..,56,290,39,57,59,76,40,11,29,660,..,0,10,0,4,4,6,9,0,5,44,..,0,0,0,0,0,0,0,0,0,8,..,57,291,40,60,66,88,46,15,31,703,..,0,0,0,0,0,0,0,0,5,10,..,388,1451,217,197,241,231,161,43,81,3002,816,2013,971,83,63,56,66,28,14,46,4149,76,306,249,46,27,70,105,56,4,7,947,0,0,0,0,0,3,8,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,76,310,249,46,31,75,109,61,11,8,971,0,5,0,0,0,0,0,0,0,4,8,900,2325,1222,124,91,124,174,90,20,61,5129,1433,886,1030,122,101,104,115,51,28,63,3923,298,267,409,91,103,113,152,72,7,28,1536,6,10,3,3,3,0,18,4,0,3,52,0,0,0,0,0,0,0,0,0,0,3,305,274
LGA54200,..,79,158,22,23,34,19,25,8,28,384,..,38,162,26,26,16,17,12,6,7,313,..,0,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,38,160,26,27,16,24,15,5,7,320,..,0,0,0,0,0,0,0,0,0,0,..,120,318,46,48,51,35,34,13,37,710,117,282,129,9,8,5,0,7,4,8,571,31,214,148,21,12,23,29,6,10,0,499,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,31,225,148,23,12,23,33,9,10,5,512,0,0,0,0,0,0,0,0,0,4,6,142,502,279,37,24,26,33,17,11,17,1083,262,178,213,26,17,15,26,10,8,19,773,101,269,244,54,44,55,32,16,5,7,822,0,6,20,0,5,7,3,4,0,0,54,0,0,0,0,0,0,0,0,0,0,5,101,281
