SED_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SED53502,280,43,6,0,337,0,0,0,334,11,0,355,669,83,20,4,778,0,0,4,778,19,3,799,203,19,28,3,250,0,0,0,250,3,0,256,9,3,0,7,21,0,0,0,21,0,0,21,1171,145,50,18,1379,6,0,3,1383,35,3,1429,6,0,0,0,6,0,0,0,7,0,3,8,11,11,0,0,25,0,0,0,25,0,0,25,18,11,0,0,29,0,0,0,26,0,3,33,1186,154,50,18,1412,6,0,8,1418,38,3,1459,475,78,28,25,605,14,8,18,619,25,0,650,3,0,0,3,9,0,0,0,9,0,7,18,1659,232,80,47,2017,22,4,23,2041,70,13,2125,412,61,4,4,477,6,0,6,484,24,0,508,708,72,18,7,802,6,0,6,809,34,0,846,42,6,6,0,53,0,0,0,53,0,0,54,0,0,0,4,8,0,0,0,7,0,0,13,1158,135,34,17,1347,15,0,15
SED53602,213,48,3,0,270,9,0,6,277,18,0,293,511,95,4,7,619,14,4,17,638,28,5,667,98,17,10,3,127,0,0,5,128,3,0,131,7,0,0,14,24,0,0,0,24,0,0,25,830,163,17,22,1032,20,6,26,1062,47,10,1118,9,0,0,0,15,0,0,0,21,0,0,20,29,5,0,5,41,4,3,9,50,7,3,57,40,8,0,5,60,3,4,11,69,8,3,74,874,170,17,25,1093,27,13,34,1131,54,7,1191,650,202,22,20,890,42,13,55,943,165,0,1111,5,0,0,3,9,0,0,0,9,6,10,23,1525,369,40,53,1986,67,29,91,2080,222,20,2322,319,65,3,9,395,0,0,7,397,22,0,423,500,109,5,9,624,10,3,14,641,38,3,681,18,10,3,3,29,0,0,0,36,6,0,34,15,3,0,11,27,0,0,0,27,0,7,36,857,182,11,32,1084,17,10,21
SED53701,142,12,6,0,158,0,0,0,164,16,4,179,407,35,9,6,461,9,0,9,463,4,0,465,84,9,14,0,102,0,0,0,107,0,0,109,12,0,0,3,14,0,0,0,14,0,0,15,649,54,26,14,741,7,0,7,751,25,4,774,5,0,0,0,5,0,0,0,5,0,0,5,10,0,0,0,10,3,0,3,18,0,0,16,11,0,0,0,11,3,0,3,15,0,0,17,661,54,26,14,756,8,0,14,763,25,4,795,342,26,28,16,406,4,0,6,415,23,4,440,0,0,0,0,4,0,0,0,4,0,6,3,1007,82,53,24,1171,17,3,14,1185,48,5,1239,270,25,8,0,303,0,0,3,305,15,0,325,572,53,22,7,662,9,0,9,666,8,0,675,28,9,11,0,41,0,0,0,41,3,0,44,9,0,0,13,24,0,0,0,25,4,0,23,884,84,41,20,1028,7,0,10
SED53802,283,38,4,3,329,9,0,7,336,19,0,357,628,114,20,0,760,3,3,3,764,9,6,781,180,21,14,0,216,4,0,4,218,6,0,230,12,0,0,19,27,0,0,0,27,0,4,31,1098,174,42,17,1334,13,7,18,1357,36,5,1393,17,4,0,0,19,0,0,0,18,0,0,21,33,4,0,0,40,0,0,0,38,0,0,38,46,5,0,0,59,5,0,5,57,3,0,58,1147,176,42,21,1386,13,7,19,1411,35,5,1451,480,102,9,13,606,20,8,28,637,76,4,717,4,0,0,5,4,0,0,0,4,0,13,14,1631,279,51,35,2007,38,12,48,2050,111,22,2182,380,52,0,4,436,3,3,9,447,19,0,466,552,96,12,0,655,10,0,12,671,15,0,685,34,0,0,0,37,0,0,0,37,5,0,41,3,3,0,7,16,0,0,0,11,0,0,19,967,154,15,9,1149,16,5,23
SED53902,247,47,8,0,302,9,0,12,316,16,0,329,566,94,4,0,667,3,0,3,672,7,3,676,190,18,13,0,226,0,3,3,229,3,0,235,3,0,0,5,8,0,0,0,9,0,0,9,1004,159,30,14,1207,18,5,19,1225,26,3,1256,3,0,0,0,8,0,0,0,8,0,0,8,30,0,0,0,30,0,0,0,29,4,0,35,36,0,0,0,35,0,0,0,37,4,0,41,1042,157,30,14,1241,19,5,22,1262,28,3,1293,359,60,3,13,434,0,0,4,434,22,0,458,4,0,3,5,11,0,0,0,11,0,5,10,1402,218,42,27,1678,22,3,27,1705,48,8,1763,374,52,0,0,433,4,0,4,436,18,0,453,599,62,3,0,665,12,3,11,676,10,0,686,23,4,3,0,28,0,0,0,28,0,0,28,0,0,0,4,5,0,0,0,5,0,0,5,1001,116,11,8,1136,14,3,19
SED54006,173,17,5,0,200,5,0,5,206,17,0,218,439,50,20,4,513,5,0,11,522,16,0,537,113,14,11,5,138,0,0,0,138,0,0,138,6,0,0,9,12,0,0,0,12,0,0,13,732,83,42,12,868,9,0,15,883,33,0,913,5,0,0,4,8,0,0,0,12,0,0,10,16,0,0,7,26,0,0,0,26,0,0,21,20,0,0,5,29,0,0,0,32,0,0,36,755,83,40,15,896,12,0,14,914,37,0,945,427,34,39,19,521,13,8,17,540,47,3,594,3,0,0,3,4,0,0,0,4,0,0,9,1187,120,78,38,1431,27,11,32,1463,83,3,1549,298,32,8,0,337,0,0,0,345,22,0,364,630,46,35,13,720,5,0,12,733,15,0,753,35,4,3,3,44,0,0,0,44,0,0,46,3,0,0,5,7,0,0,0,7,6,0,11,969,79,44,28,1125,9,0,13
SED54104,261,42,3,3,312,0,6,3,315,29,0,341,530,84,10,7,624,6,3,8,631,13,0,649,133,20,10,0,159,0,0,0,159,5,0,160,4,0,0,8,16,0,0,0,16,0,0,16,930,146,22,15,1113,8,4,14,1129,43,0,1169,12,5,0,0,15,0,0,0,15,0,0,16,35,0,0,0,37,0,0,0,37,0,0,42,51,8,0,0,50,0,0,0,52,0,0,58,978,149,22,15,1164,13,4,14,1180,47,0,1227,364,45,11,6,417,0,3,5,425,33,0,461,0,0,0,0,0,0,0,0,0,0,10,8,1341,193,27,22,1590,13,6,23,1609,83,12,1700,487,59,7,0,548,6,0,10,558,31,0,591,761,83,11,0,851,9,0,9,864,11,0,873,35,3,0,0,32,0,0,0,32,0,0,32,9,0,0,4,11,0,0,0,11,0,0,16,1289,146,18,5,1455,13,0,15
SED54203,95,6,4,0,106,0,0,0,106,15,0,125,205,28,15,8,253,0,0,0,250,12,0,260,46,4,20,0,71,4,0,4,74,4,0,73,0,0,0,4,4,0,0,0,4,9,0,14,351,39,37,10,436,3,0,0,437,34,0,473,5,0,0,0,5,0,0,0,3,0,0,7,11,0,3,0,16,6,0,6,18,0,0,18,17,0,3,0,22,3,0,3,26,0,0,23,368,37,35,17,458,8,0,10,467,34,0,497,240,27,30,5,301,13,3,14,315,94,4,412,0,0,0,0,0,0,0,0,0,0,0,4,602,67,68,24,759,17,4,22,781,128,3,911,199,19,6,4,225,0,3,4,235,21,0,254,286,26,24,3,345,7,0,4,354,12,0,361,22,0,6,0,27,0,0,0,27,4,0,31,3,0,0,4,7,0,0,0,7,0,0,7,507,54,38,13,612,9,7,12
SED54304,275,35,6,0,313,6,0,4,321,21,0,341,606,94,15,7,721,3,0,3,731,5,0,736,231,42,22,0,293,4,0,4,298,0,0,299,3,0,0,6,12,0,0,0,12,0,0,14,1121,167,41,13,1344,17,0,16,1355,31,3,1387,21,0,0,0,23,0,0,0,23,3,0,25,25,0,0,0,25,0,0,0,25,0,0,24,47,0,0,0,46,0,0,0,46,3,0,51,1169,167,41,13,1388,17,0,16,1399,30,3,1436,421,51,11,3,486,5,4,9,497,48,0,548,0,4,0,6,8,0,0,0,8,0,4,12,1589,219,51,20,1885,15,3,22,1903,82,7,1992,353,32,3,0,392,16,0,15,404,19,0,424,561,74,10,0,644,4,0,4,652,18,0,662,27,5,5,0,39,0,0,0,39,0,0,37,3,0,0,0,7,0,0,0,7,0,0,6,946,109,19,3,1078,17,3,25
SED54403,495,36,16,7,550,11,4,8,564,31,0,594,700,62,49,17,832,0,0,5,829,7,5,840,218,12,44,5,284,0,0,0,282,5,0,297,13,3,0,16,34,0,0,0,34,5,0,37,1428,118,112,39,1696,9,3,11,1712,50,6,1763,7,0,0,0,13,3,0,3,14,3,0,20,24,3,7,6,32,0,6,3,36,0,0,36,32,3,6,6,42,8,6,10,52,3,0,59,1463,126,116,41,1743,13,6,22,1763,55,6,1820,719,58,60,28,860,17,3,19,882,70,0,950,4,0,0,4,14,0,0,0,14,0,26,37,2187,180,179,68,2615,31,12,41,2655,123,25,2807,712,50,36,5,803,16,0,19,817,25,0,838,934,77,44,18,1066,0,0,0,1072,12,3,1088,65,4,16,0,92,0,0,0,92,4,0,91,12,0,0,15,25,0,0,0,25,0,0,25,1722,129,94,39,1986,18,0,22
SED54505,307,46,3,0,362,7,0,12,363,7,0,375,501,56,6,8,571,7,0,7,580,26,0,600,101,15,24,0,136,4,0,4,134,0,0,134,6,0,0,5,9,0,0,0,9,0,4,10,913,116,29,7,1065,15,0,18,1085,34,0,1122,15,3,0,0,18,0,0,0,20,0,0,20,32,3,0,0,32,0,0,0,38,0,0,38,47,7,0,0,56,3,0,9,62,0,0,62,959,122,29,7,1125,22,5,24,1150,34,0,1180,338,42,21,9,408,6,0,6,417,29,0,446,0,0,0,4,6,0,0,0,6,0,3,7,1299,169,53,17,1538,31,5,32,1569,66,9,1634,695,67,9,7,769,16,0,18,792,42,0,836,937,106,3,6,1059,11,0,11,1068,30,0,1093,28,6,4,5,45,0,0,0,51,0,0,51,11,0,0,5,14,0,0,0,14,0,3,15,1667,181,18,19,1886,26,0,29
SED54605,104,11,6,0,125,0,3,3,130,7,0,139,301,42,13,3,357,0,0,5,364,16,4,386,98,15,21,0,134,0,6,6,133,4,0,137,5,0,0,4,14,0,0,0,14,0,0,14,511,75,38,7,626,3,4,8,642,28,4,675,7,0,0,0,7,0,0,0,7,0,0,4,30,0,4,0,39,0,0,6,40,0,0,40,39,0,4,0,43,0,0,6,46,0,0,45,546,70,44,9,670,8,3,10,684,29,4,715,383,38,26,16,465,11,0,11,483,54,4,534,0,0,0,5,3,0,0,0,3,0,6,11,937,110,68,31,1146,18,3,23,1173,81,7,1266,222,19,12,0,248,11,0,14,262,18,0,278,413,59,22,8,499,9,0,9,504,13,3,520,36,0,0,0,37,0,0,0,39,0,0,41,7,0,0,5,9,0,0,0,9,0,0,16,676,73,29,12,797,14,6,21
SED54701,140,14,0,5,158,0,0,0,158,16,0,170,645,47,16,5,714,4,0,7,717,10,0,726,117,12,15,0,145,0,0,0,145,0,0,153,4,0,0,11,20,0,0,0,20,0,0,25,909,81,30,16,1037,4,0,7,1038,30,4,1073,5,0,0,0,5,0,0,0,5,0,0,3,7,0,0,0,7,0,0,0,4,0,0,6,10,0,0,0,10,0,0,0,10,0,0,12,915,81,30,16,1041,4,0,7,1048,30,4,1083,435,38,32,12,520,6,4,11,532,39,0,575,0,0,0,0,3,0,0,0,3,0,3,8,1354,120,64,33,1568,17,3,19,1581,73,13,1661,316,21,0,7,341,0,0,7,349,26,0,367,798,69,15,14,896,8,0,11,902,19,0,923,28,6,6,0,39,0,0,0,42,0,0,42,14,0,0,10,25,0,0,0,25,0,0,25,1151,97,24,29,1308,12,3,9
SED54804,269,33,9,0,311,4,0,4,317,15,0,333,897,102,34,0,1033,4,0,5,1038,16,0,1058,244,29,32,0,311,0,0,0,314,7,0,320,8,0,0,8,16,0,0,0,16,0,0,16,1419,164,74,15,1675,7,3,10,1685,36,0,1727,11,0,0,0,11,0,0,0,6,0,0,8,35,0,0,0,35,0,0,0,35,3,0,35,47,0,0,0,47,0,0,0,48,3,0,49,1464,164,74,15,1715,10,3,12,1733,45,0,1773,436,37,17,3,491,6,0,6,500,25,0,520,0,0,0,0,0,0,0,0,0,0,5,8,1900,199,92,17,2211,19,3,17,2235,69,11,2309,394,45,7,0,445,6,0,5,450,28,0,480,821,69,20,0,912,3,0,4,917,14,0,931,36,0,0,0,40,0,0,0,42,0,0,38,10,0,0,7,14,0,0,0,14,0,0,17,1259,116,31,7,1418,7,0,14
SED54905,215,37,9,0,258,4,0,4,260,16,0,272,571,70,3,4,644,6,0,5,649,13,0,661,159,27,24,0,206,0,0,0,208,4,0,215,4,0,0,12,17,0,0,0,17,0,0,14,951,126,32,12,1122,7,0,4,1132,33,4,1168,8,0,0,0,8,0,0,0,8,0,0,8,29,3,0,0,33,0,0,0,34,0,0,39,34,3,0,0,42,0,0,0,45,0,0,43,983,132,32,12,1169,7,5,8,1174,35,4,1212,334,55,13,6,401,4,3,9,406,30,6,436,0,0,0,4,6,0,0,0,6,3,4,13,1323,183,48,24,1573,7,4,14,1592,65,10,1664,327,43,7,0,376,6,0,3,382,24,0,404,583,67,6,0,658,4,5,11,667,19,5,689,31,0,0,0,35,0,0,0,35,0,0,35,5,0,0,3,12,0,0,0,12,0,0,11,949,113,17,7,1088,11,5,16
SED55005,401,60,6,6,466,4,0,4,476,30,0,508,685,94,14,7,794,6,0,6,801,24,0,823,158,20,23,0,209,0,0,0,209,3,0,213,11,0,0,11,20,0,0,0,20,0,0,28,1254,179,47,22,1498,9,0,9,1509,65,0,1573,21,4,0,0,29,10,0,10,34,3,0,36,40,11,0,3,49,0,0,4,56,3,0,56,58,17,0,3,76,10,0,16,90,3,0,98,1316,190,47,24,1572,21,0,23,1598,67,0,1672,814,118,37,15,985,39,3,47,1030,87,5,1119,6,0,0,16,17,0,0,0,21,0,13,35,2132,312,79,53,2574,61,6,71,2651,152,16,2824,680,90,12,3,792,18,0,21,810,33,0,843,960,125,19,9,1115,18,0,20,1132,19,0,1158,53,6,3,0,64,0,0,0,70,0,0,73,10,0,0,19,28,0,0,0,31,0,0,32,1707,231,37,28,1999,31,3,41
SED55102,338,23,8,3,375,3,0,5,379,17,0,396,710,58,24,9,805,6,0,14,815,16,0,826,180,16,34,0,225,3,0,3,233,3,0,235,5,0,0,9,15,0,0,0,15,0,0,20,1234,101,69,26,1426,17,6,18,1441,33,0,1478,17,5,0,0,27,0,0,0,23,4,0,31,32,3,0,0,37,0,0,0,40,0,0,41,48,14,0,0,62,0,0,0,66,3,0,68,1277,115,71,26,1483,18,6,20,1504,41,0,1552,643,79,33,17,780,7,4,12,792,45,0,838,3,0,0,6,10,0,0,0,10,0,10,23,1927,192,102,50,2274,28,5,39,2311,85,14,2411,573,61,18,0,654,3,0,5,662,17,3,685,961,82,24,7,1078,8,0,11,1090,22,6,1114,47,8,10,0,68,0,0,0,71,0,0,70,8,0,0,11,20,0,0,0,20,4,0,23,1589,155,56,23,1822,16,8,16
SED55202,236,41,3,0,275,4,9,10,287,15,3,300,453,103,18,7,579,6,0,12,589,20,5,616,105,16,18,0,153,3,0,7,153,3,0,156,5,4,0,10,15,0,0,0,15,0,0,17,804,164,37,20,1026,13,12,22,1041,42,10,1095,18,0,0,0,21,0,4,4,22,9,0,23,25,5,0,0,35,6,0,3,40,0,0,40,39,8,0,3,56,6,4,9,59,7,0,68,843,171,33,29,1075,21,15,29,1103,49,10,1166,764,176,38,20,999,48,5,57,1052,129,6,1194,10,0,0,7,28,0,0,0,28,3,16,42,1612,350,72,55,2099,65,21,82,2187,181,33,2399,375,57,4,4,437,13,4,14,457,19,0,473,592,128,7,10,750,8,3,12,758,34,3,797,23,17,8,0,43,0,0,0,46,0,0,47,11,4,0,11,24,0,0,0,24,0,0,24,995,205,21,26,1255,18,8,26
SED55306,162,39,6,0,214,0,0,0,214,17,0,233,576,89,23,3,690,9,0,13,703,24,0,722,84,17,17,0,118,0,0,5,124,0,0,124,4,0,0,7,15,0,0,0,15,0,0,18,829,146,55,12,1037,10,3,12,1055,41,0,1092,6,0,0,0,3,0,0,0,3,0,0,11,20,0,8,0,22,0,0,0,25,3,0,27,24,0,8,0,32,0,0,0,29,3,0,36,853,150,56,12,1071,15,3,10,1079,45,0,1128,385,60,33,0,476,4,0,4,483,28,0,511,3,0,0,0,3,0,0,0,5,0,7,9,1239,206,92,15,1550,16,3,20,1570,72,7,1651,328,51,16,3,390,0,4,0,398,25,0,417,870,105,57,12,1039,5,0,3,1042,31,0,1071,34,10,13,0,60,0,0,0,60,0,0,60,12,0,0,13,21,0,0,0,21,0,0,24,1244,162,83,27,1513,8,4,13
SED55405,303,38,6,4,345,4,3,10,353,15,0,375,663,94,21,10,785,10,0,15,796,27,0,821,199,33,27,0,263,6,0,0,264,6,3,269,9,0,0,5,8,0,0,0,8,0,0,8,1172,169,50,18,1401,17,7,21,1423,47,3,1469,26,4,0,0,25,0,0,0,25,0,0,26,40,5,0,0,44,0,0,0,50,0,0,50,62,7,0,0,74,0,0,0,73,0,0,74,1234,176,50,18,1476,17,7,27,1501,47,0,1553,433,104,19,12,570,16,7,21,597,53,0,651,4,0,0,0,8,0,0,0,8,0,3,13,1671,282,70,30,2058,39,13,45,2104,102,11,2214,356,62,0,0,421,0,0,6,425,12,4,438,589,111,18,3,725,7,0,13,736,20,0,759,28,10,6,0,40,0,0,0,40,0,0,40,0,0,0,0,3,0,0,0,3,0,0,7,985,174,29,3,1188,13,6,13
SED55504,364,40,14,3,421,0,0,4,423,13,0,439,905,98,32,6,1049,10,3,13,1054,22,0,1077,211,26,44,3,286,16,0,16,299,8,0,306,7,0,0,13,22,0,0,0,22,0,0,21,1490,167,91,28,1770,25,0,25,1796,44,0,1844,17,0,0,0,21,0,0,0,21,0,0,26,34,3,4,0,35,0,0,0,36,0,0,42,54,6,4,0,56,0,0,0,60,5,0,67,1537,165,91,28,1828,25,8,26,1854,48,0,1909,550,72,38,22,686,17,5,16,699,56,0,757,7,0,0,3,10,0,0,0,10,0,9,20,2094,241,134,52,2520,41,9,40,2562,102,10,2674,550,74,18,4,643,5,0,5,657,34,0,691,1135,123,32,6,1293,11,0,14,1302,28,0,1336,61,3,13,3,81,6,5,0,85,4,0,91,5,0,0,17,23,0,0,0,23,0,0,25,1748,204,59,33,2048,22,0,27
SED55605,231,25,10,0,271,0,0,6,274,22,0,294,616,67,23,7,712,9,0,10,722,24,0,750,177,21,32,0,229,3,0,3,232,10,5,248,16,0,0,9,27,0,0,0,27,0,0,31,1039,114,63,17,1233,16,4,17,1253,56,7,1315,15,0,0,0,17,0,0,0,14,0,0,17,31,7,0,0,37,3,0,4,45,6,0,43,41,6,0,0,50,5,0,9,56,5,0,66,1080,122,66,19,1282,20,4,27,1308,63,7,1381,654,74,68,21,820,22,5,26,841,52,0,898,0,0,0,0,0,0,0,0,0,0,7,7,1730,195,130,44,2107,42,10,51,2156,113,21,2288,428,58,10,3,500,3,0,6,509,38,0,545,815,66,30,9,919,5,0,5,926,40,0,967,49,5,3,0,58,4,0,4,61,5,0,69,7,0,0,4,14,0,0,0,14,0,0,17,1299,127,50,14,1493,15,3,14
SED55706,124,26,3,7,155,0,0,0,158,13,0,170,487,92,23,7,606,0,5,5,607,25,0,632,76,16,22,3,120,0,0,0,120,12,0,130,15,0,0,4,20,0,0,0,22,0,0,22,702,137,48,16,902,6,5,3,907,47,4,954,3,0,0,0,3,0,0,0,3,4,0,6,9,3,0,0,11,0,0,0,11,0,0,15,12,3,0,0,15,0,0,0,15,7,0,18,707,140,48,16,917,6,5,3,924,45,4,970,385,70,29,22,499,11,0,10,515,49,0,559,4,0,0,3,6,0,0,0,6,0,6,7,1094,213,74,46,1424,12,6,18,1439,97,6,1539,278,51,8,3,344,7,0,7,346,23,0,368,680,134,33,8,854,0,5,5,853,38,0,897,13,7,14,0,39,0,0,0,39,6,0,40,10,0,0,17,22,0,0,0,22,6,0,29,980,191,56,26,1256,7,5,7
SED55802,478,65,10,0,548,11,9,18,568,24,3,595,977,121,19,5,1121,7,3,13,1135,16,5,1160,198,31,27,3,262,0,0,0,262,10,0,268,21,0,3,10,30,0,0,0,30,0,3,38,1680,215,56,22,1970,20,8,24,1997,51,14,2059,22,3,0,0,25,0,0,0,30,3,0,31,68,13,0,0,83,0,0,4,81,4,0,90,91,15,0,0,108,0,0,4,108,4,0,117,1767,230,53,21,2082,21,11,32,2112,62,14,2181,924,116,50,25,1118,30,9,41,1150,96,3,1257,11,3,0,7,21,0,0,0,21,0,16,37,2706,350,109,57,3216,51,18,70,3286,157,36,3478,551,89,10,5,663,11,3,11,676,24,4,703,898,118,21,10,1043,11,0,8,1052,32,6,1088,54,9,0,0,55,0,0,0,59,0,3,65,6,5,0,8,17,0,0,0,17,7,0,17,1513,211,34,23,1778,21,4,22
