SED_CODE_2021,P_Germany_0_4,P_Germany_5_14,P_Germany_15_24,P_Germany_25_44,P_Germany_45_54,P_Germany_55_64,P_Germany_65_74,P_Germany_75_84,P_Germany_85ov,P_Germany_Tot,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_SAR_Ch_0_4,P_Hong_Kong_SAR_Ch_5_14,P_Hong_Kong_SAR_Ch_15_24,P_Hong_Kong_SAR_Ch_25_44,P_Hong_Kong_SAR_Ch_45_54,P_Hong_Kong_SAR_Ch_55_64,P_Hong_Kong_SAR_Ch_65_74,P_Hong_Kong_SAR_Ch_75_84,P_Hong_Kong_SAR_Ch_85ov,P_Hong_Kong_SAR_Ch_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_North_Macedonia_0_4,P_North_Macedonia_5_14,P_North_Macedonia_15_24,P_North_Macedonia_25_44,P_North_Macedonia_45_54,P_North_Macedonia_55_64,P_North_Macedonia_65_74,P_North_Macedonia_75_84,P_North_Macedonia_85ov,P_North_Macedonia_Tot
SED52301,0,3,9,30,16,26,32,15,5,144,0,0,0,0,0,3,0,3,3,12,0,0,0,7,0,0,0,0,0,11,4,24,9,124,24,17,8,11,0,221,0,16,3,40,18,0,3,7,3,88,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,4,5,34,17,7,15,12,3,84,0,0,0,9,4,11,33,38,21,121,0,0,3,3,4,0,0,0,0,10,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,34,15,15,4,0,0,78,0,0,0,0,0,0,0,7,0,11,0,0,4,4,0,4,0,0,0,10,0,0,0,5,3,4,3,0,0,16,0,3,0,19,4,0,0,0,0,25,0,0,0,13,10,13,30,20,10,87,4,30,37,179,113,168,116,35,8,679,0,0,0,0,0,0,3,3,0,8
SED52404,0,10,10,60,44,46,51,44,12,279,0,0,0,0,0,10,17,10,5,37,0,4,0,20,12,23,13,6,0,68,0,11,12,69,32,61,42,44,7,281,3,7,11,33,18,11,15,5,0,93,0,8,3,44,7,10,7,0,0,74,0,0,0,0,0,0,3,0,0,5,0,40,32,325,81,95,90,34,4,703,0,4,11,60,15,28,49,42,12,234,3,6,3,20,25,6,0,0,5,69,0,4,5,12,0,4,0,0,0,25,0,0,0,0,6,3,0,0,0,19,0,7,8,39,24,40,43,17,4,191,0,0,3,3,0,3,5,0,0,15,0,0,0,9,3,18,10,3,3,34,0,0,0,0,8,10,18,5,0,44,0,0,0,5,0,0,0,0,0,9,0,7,0,21,7,15,58,40,8,158,14,48,53,403,233,214,145,41,9,1156,0,0,0,7,9,10,9,0,0,39
SED52505,0,0,7,37,13,24,23,14,8,117,0,0,0,0,0,6,7,0,0,5,0,7,19,134,28,29,20,10,0,254,38,416,395,3287,556,309,227,58,8,5297,4,30,50,363,104,50,64,12,7,674,0,19,12,102,44,18,9,3,0,204,0,4,5,30,15,9,7,0,0,69,0,58,12,98,26,27,30,21,4,272,0,0,4,18,16,32,57,31,10,166,3,9,11,46,16,15,8,3,0,103,13,35,22,249,59,20,18,0,0,429,0,0,0,10,11,11,3,0,0,42,6,112,270,1074,352,374,285,100,12,2593,0,0,0,0,0,3,4,4,0,11,0,7,29,105,21,10,19,3,0,199,0,0,8,41,31,36,26,4,3,160,0,0,9,98,12,0,0,0,0,124,0,5,4,19,13,10,30,28,3,101,19,168,166,482,200,184,77,24,5,1321,0,0,0,4,0,3,0,0,0,8
SED52604,0,0,15,49,42,25,52,25,12,219,0,0,0,7,0,3,5,9,0,27,0,0,9,17,12,11,9,3,3,70,0,9,39,158,36,53,33,25,13,378,0,6,15,58,18,10,18,7,0,138,0,9,4,69,17,13,22,4,0,132,0,3,7,7,13,4,0,3,0,36,0,53,61,269,110,114,89,29,12,741,6,4,8,32,19,32,32,19,8,164,0,7,4,22,20,9,9,5,0,68,0,7,8,33,9,0,3,5,0,64,0,0,0,0,0,0,3,3,0,13,0,6,24,73,43,57,76,13,10,304,0,0,0,3,5,4,0,0,0,16,0,4,6,18,5,17,16,3,5,73,0,0,0,6,15,24,21,6,3,78,0,0,6,16,0,0,0,0,0,28,0,0,6,22,26,26,45,39,16,181,6,46,92,345,205,210,131,31,3,1075,0,0,0,9,3,17,8,5,3,47
SED52702,0,8,7,48,53,44,81,57,12,304,0,0,0,0,0,6,4,3,0,11,0,6,4,14,5,4,3,0,7,32,0,4,0,22,21,41,41,56,20,212,3,8,3,20,13,5,12,0,4,54,0,0,0,4,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,16,79,67,55,47,40,10,325,0,5,0,16,11,38,97,70,53,285,0,0,0,18,15,3,0,4,0,49,0,0,0,6,0,0,0,0,0,9,0,0,0,3,0,4,3,0,0,13,0,0,5,17,23,42,31,17,4,131,0,0,0,0,0,3,8,0,0,18,0,0,0,8,0,11,9,6,3,39,0,0,0,3,0,0,6,3,6,25,0,0,0,6,0,0,0,0,0,6,0,9,8,25,40,43,78,56,18,270,0,41,42,214,218,244,166,52,17,990,0,0,0,0,0,0,0,0,0,3
SED52803,0,0,0,35,11,12,19,14,0,91,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,3,27,26,249,51,12,12,13,0,400,0,4,10,48,17,0,3,0,0,91,0,3,3,31,7,0,0,0,0,48,0,5,0,9,0,0,0,0,0,9,0,3,3,78,7,7,3,6,0,111,0,0,0,9,4,10,5,3,6,43,0,0,0,3,4,0,0,0,0,6,0,6,0,31,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,7,0,0,4,26,8,11,5,0,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,0,0,12,0,0,0,11,5,0,0,0,0,15,0,0,0,22,0,0,0,0,0,24,0,0,0,7,0,7,17,6,0,34,26,173,287,906,474,473,197,29,5,2575,0,0,0,0,0,0,0,0,0,8
SED52903,0,0,13,60,24,24,18,5,6,142,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,21,3,8,3,100,12,14,12,0,0,153,0,0,3,21,10,5,7,0,0,45,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,54,12,5,4,4,0,92,0,0,5,47,3,5,4,3,0,74,0,0,0,13,8,0,0,0,0,24,0,0,0,11,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,30,6,5,3,4,0,59,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,12,0,0,7,19,12,9,18,0,0,62,7,11,43,185,123,130,63,14,0,576,0,0,0,0,0,0,0,0,0,0
SED53004,0,13,14,53,33,28,50,47,7,244,0,0,0,0,0,9,17,7,3,33,5,3,3,26,9,14,14,0,0,75,0,15,37,125,64,66,67,50,17,448,0,6,3,33,16,3,8,3,0,79,0,10,19,76,41,12,5,0,0,157,0,0,0,0,0,0,0,0,0,7,4,39,39,337,76,53,64,26,13,650,0,5,4,46,22,31,86,55,32,274,0,13,11,34,23,14,5,3,0,97,0,3,4,16,3,0,0,0,0,30,0,0,0,3,0,0,4,0,0,9,3,3,16,66,37,51,67,34,7,288,0,0,0,0,0,0,7,0,0,14,0,7,0,23,6,13,13,3,5,59,0,0,0,10,8,28,28,10,4,87,0,0,0,11,3,0,3,0,0,16,4,10,10,21,13,12,45,33,24,165,0,47,80,333,213,219,160,43,12,1098,0,0,0,9,10,11,29,13,0,73
SED53105,0,0,5,30,21,17,36,31,13,147,0,0,0,0,0,0,0,0,0,11,4,0,9,50,8,16,6,0,0,97,20,107,138,1037,151,77,49,23,9,1617,0,8,23,145,41,15,11,0,4,251,0,12,6,63,26,13,0,4,0,129,0,0,4,25,3,0,3,0,0,33,0,24,5,101,23,19,19,9,6,203,0,5,0,23,12,27,47,33,8,158,0,5,0,30,13,7,5,0,0,64,3,6,8,110,18,22,3,5,0,170,0,4,4,5,6,6,0,0,0,27,0,23,52,213,73,58,40,10,4,480,0,0,0,3,0,0,5,8,0,14,0,0,14,37,6,8,8,0,0,70,0,0,0,12,4,10,7,8,0,41,0,0,3,32,5,0,0,0,0,47,0,5,9,8,15,17,30,22,10,114,11,143,237,811,346,254,127,35,3,1974,0,0,0,9,0,3,0,0,0,14
SED53204,0,5,8,27,24,16,22,14,3,118,0,0,0,0,0,9,15,10,7,51,0,9,3,64,15,15,5,4,0,117,0,89,142,1034,281,169,125,70,10,1922,3,3,17,70,36,15,4,0,0,151,0,14,32,106,41,24,8,0,0,221,0,21,22,128,53,26,12,0,0,258,0,14,27,215,35,28,21,10,5,362,0,0,7,31,25,62,101,67,24,321,0,0,0,12,5,0,0,0,0,29,0,5,3,40,16,7,0,0,0,72,0,6,0,16,14,12,10,0,0,53,3,14,41,184,89,97,66,22,8,521,0,0,0,0,5,0,8,0,5,14,0,8,8,76,15,38,26,6,0,175,0,4,22,100,79,68,64,19,7,364,0,0,3,33,8,0,0,0,0,47,0,0,7,13,15,8,27,20,16,103,3,88,123,388,228,182,81,14,5,1113,0,10,16,227,126,87,63,19,4,557
SED53306,0,3,0,21,21,27,45,37,14,167,0,0,0,0,0,0,8,3,0,15,0,0,3,10,4,4,6,0,0,23,4,37,37,247,40,37,32,24,9,458,0,13,12,53,38,17,9,0,0,144,0,0,0,11,3,5,4,0,0,29,0,0,0,0,0,4,0,0,0,9,0,17,21,80,21,22,32,16,9,221,0,0,0,9,8,8,41,24,13,107,0,4,0,10,7,3,0,0,0,29,0,0,4,26,6,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,9,12,30,27,24,14,4,4,122,0,0,0,0,0,0,3,7,0,13,0,3,5,19,10,4,8,0,0,56,0,0,0,0,5,5,3,0,9,20,0,4,8,37,0,0,0,0,0,47,0,4,0,20,13,13,80,57,22,217,7,127,167,536,300,318,237,80,13,1779,0,0,0,0,0,0,0,5,0,3
SED53402,0,5,12,72,40,26,59,26,3,243,0,4,7,9,0,8,13,18,12,64,0,5,9,98,22,21,9,5,0,168,6,89,83,643,88,125,87,63,22,1210,0,10,18,114,33,16,10,0,0,211,0,9,17,73,15,17,11,0,0,147,0,5,3,22,14,3,5,0,0,59,4,3,11,285,47,38,39,21,8,460,4,4,7,101,27,43,110,119,92,503,8,9,9,73,41,12,3,0,0,145,0,4,11,112,12,8,3,0,0,150,0,0,0,10,0,0,0,0,0,7,0,6,41,222,85,77,77,36,9,550,0,0,0,0,4,5,10,10,4,23,0,0,8,69,15,24,25,4,3,147,0,0,5,33,27,42,58,12,14,207,0,11,47,172,4,0,0,0,0,241,0,5,0,32,13,11,30,27,16,135,4,8,41,366,151,177,112,33,5,906,0,0,3,12,7,3,6,9,3,42
SED53502,0,5,9,36,27,28,71,47,9,227,0,0,0,0,4,6,0,7,0,18,0,6,3,23,7,3,0,0,0,41,9,82,91,671,158,94,80,31,16,1236,3,6,12,64,15,12,4,3,3,129,0,0,0,22,4,6,4,0,0,33,0,10,3,30,10,4,7,5,0,63,0,22,6,87,28,34,23,24,9,237,0,3,5,21,15,47,123,118,89,413,0,0,10,16,13,3,0,0,0,42,0,0,0,28,4,5,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,16,61,29,43,31,11,6,208,0,0,0,4,4,0,7,7,0,25,0,3,8,43,16,12,9,4,3,92,0,0,4,30,15,16,9,14,4,88,0,4,4,63,6,0,0,0,0,80,0,0,0,17,5,13,58,49,18,164,7,69,139,514,300,356,180,53,11,1636,0,0,5,16,5,7,0,0,0,36
SED53602,0,0,3,45,15,11,39,25,0,140,0,0,0,7,8,13,18,34,15,101,0,5,7,53,10,19,10,3,0,113,10,59,148,808,104,98,141,97,16,1475,5,8,20,77,37,19,19,6,0,183,0,15,31,101,33,32,20,5,0,238,8,39,60,239,108,70,22,4,0,543,0,3,7,102,10,5,10,11,11,164,0,5,7,39,34,83,127,118,74,488,0,0,3,20,13,3,3,0,0,51,0,0,4,32,7,0,0,0,0,45,0,0,16,15,6,16,4,3,0,65,18,110,37,241,42,102,98,32,7,686,0,0,0,0,0,0,8,12,3,32,0,6,13,50,17,31,44,24,15,214,7,57,188,733,302,223,171,58,28,1771,0,0,4,33,0,4,5,0,0,42,0,0,0,4,0,9,21,25,7,75,12,65,113,321,152,147,79,32,7,930,3,4,13,147,129,174,183,74,21,757
SED53701,0,0,7,35,18,27,51,29,0,169,0,0,0,0,0,0,3,0,0,10,0,0,0,11,4,5,0,0,0,20,0,6,5,41,10,13,16,12,4,103,0,3,3,14,7,0,3,0,0,36,0,0,0,0,0,0,3,0,0,5,0,0,0,6,5,0,0,0,0,5,0,3,7,58,15,16,15,11,3,130,0,0,0,15,4,13,33,15,3,82,0,0,0,9,4,0,0,0,0,20,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,23,11,7,7,3,0,52,0,0,0,0,0,0,5,5,0,20,0,0,0,6,4,9,7,0,0,19,0,0,0,0,0,3,9,0,0,15,0,0,0,9,0,0,0,0,0,9,0,0,3,13,16,25,53,39,8,160,0,12,30,243,219,288,177,63,0,1036,0,0,0,0,0,4,0,0,0,3
SED53802,0,0,6,49,15,22,49,40,11,189,0,4,12,13,12,19,57,77,43,229,0,0,18,121,26,44,27,3,5,240,13,94,204,1058,173,156,167,113,25,2004,0,11,19,110,40,27,9,7,0,217,0,15,22,143,46,44,19,4,0,295,3,16,30,103,47,36,6,3,0,247,3,6,23,338,23,28,23,26,8,470,0,13,18,101,45,116,374,322,145,1133,0,0,14,47,22,3,7,3,0,98,3,9,6,116,8,9,5,0,0,164,0,4,0,21,8,9,4,0,0,54,0,27,35,316,110,97,133,73,18,807,0,0,0,0,3,0,9,5,0,27,0,5,18,93,15,28,17,23,10,211,0,0,7,55,56,79,75,31,14,322,0,7,15,88,4,0,0,0,0,123,0,0,3,17,7,15,24,40,15,116,0,51,103,317,139,133,114,23,8,887,0,8,8,54,45,54,92,40,18,315
SED53902,0,4,6,41,25,22,46,32,10,184,0,6,3,6,9,19,30,54,38,163,0,4,18,96,19,26,19,4,4,183,6,53,80,561,88,73,52,57,27,1002,0,5,13,76,23,16,10,4,0,149,0,0,14,78,33,20,8,4,3,170,0,3,8,20,16,9,5,3,0,73,0,11,18,275,36,28,43,20,7,433,0,11,15,109,36,68,201,275,187,908,0,12,13,61,42,14,6,0,0,147,0,8,5,107,15,9,3,3,0,154,0,0,0,6,0,5,0,0,0,14,0,14,33,239,78,77,93,52,13,597,0,0,0,3,0,0,3,7,0,13,0,0,19,46,12,21,22,3,7,131,0,0,0,29,27,44,39,16,4,160,0,10,19,115,9,5,0,0,0,154,0,3,9,19,8,10,33,29,28,135,7,39,43,266,132,136,92,39,11,760,0,0,0,22,29,23,30,23,18,145
SED54006,0,5,10,17,14,27,46,26,4,148,0,0,0,4,0,0,0,0,0,5,0,0,0,9,0,0,4,0,0,12,0,10,5,40,6,8,15,17,4,100,0,0,3,20,13,6,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,35,16,23,13,13,5,112,0,0,0,8,4,10,65,81,39,219,0,0,0,8,0,0,7,0,0,16,0,0,5,16,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,6,6,34,5,13,17,4,0,87,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,7,3,4,0,21,0,0,0,0,0,3,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,21,71,43,17,185,7,60,89,321,276,276,202,65,7,1306,0,0,0,0,0,0,0,0,0,0
SED54104,4,8,11,77,36,30,39,31,16,256,0,3,4,7,5,3,13,10,5,47,0,39,63,85,39,28,33,15,9,304,16,74,96,460,118,60,59,36,18,931,13,46,74,169,56,29,39,14,4,447,4,13,22,159,43,20,10,10,4,288,0,5,0,11,5,3,0,0,0,20,3,26,17,226,33,62,54,32,42,491,0,14,15,77,29,19,45,48,19,270,13,57,27,125,62,26,16,4,0,331,0,20,22,92,22,13,5,0,0,168,0,0,0,9,4,3,0,0,0,17,12,43,114,354,186,138,202,97,41,1181,0,0,0,0,0,4,0,0,0,8,0,0,13,22,0,5,3,3,3,56,0,0,7,13,12,17,10,4,0,58,0,0,15,42,0,4,0,0,0,64,0,16,18,33,30,27,38,22,11,190,0,23,58,177,132,143,111,54,7,714,0,0,0,8,3,0,0,0,0,12
SED54203,0,0,15,38,12,11,15,10,0,96,0,0,0,0,0,4,0,0,0,5,0,0,0,9,0,0,0,0,0,15,0,0,5,51,10,6,0,0,0,82,3,14,0,41,7,4,0,0,0,74,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,59,6,8,3,3,0,93,0,0,4,38,3,8,5,12,6,70,0,0,0,16,3,0,0,0,0,31,0,0,0,9,0,0,0,0,0,23,0,0,0,3,0,0,0,0,0,10,0,0,5,46,12,4,3,0,0,76,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,5,12,10,8,16,4,0,60,5,17,60,259,143,152,76,11,8,733,0,0,0,0,0,0,0,0,0,10
SED54304,4,4,20,124,39,19,23,10,6,258,0,0,0,14,7,12,25,46,58,168,8,10,85,182,40,20,21,6,0,374,46,85,83,886,74,56,62,28,15,1333,9,7,69,245,67,19,39,17,5,477,4,4,15,200,24,26,12,7,0,290,0,0,5,19,0,12,0,3,0,38,0,9,30,449,59,53,43,15,6,657,0,3,38,235,31,56,139,174,170,840,24,26,26,299,68,23,15,0,0,493,3,13,38,396,37,6,8,0,0,508,0,4,0,10,9,0,7,0,0,30,0,19,126,563,109,88,87,35,12,1034,0,0,0,4,0,0,4,3,4,19,0,0,19,74,11,16,14,6,10,146,0,0,6,34,15,28,22,13,10,139,3,0,68,197,0,0,0,0,0,269,0,4,6,44,14,15,20,12,6,128,3,12,70,459,195,221,90,28,3,1072,0,0,5,17,10,15,24,26,18,118
SED54403,0,0,3,43,19,10,15,5,0,94,0,0,0,3,4,0,5,0,0,18,0,3,0,15,9,6,0,0,0,25,6,47,16,363,73,24,3,0,0,538,4,19,21,95,42,13,0,0,0,199,0,0,0,15,4,3,0,0,0,21,0,0,0,8,0,0,0,0,0,9,0,7,0,162,14,11,3,0,0,211,0,0,0,22,0,4,9,0,0,33,0,0,0,11,6,0,0,0,0,24,0,0,3,25,3,0,0,0,0,32,0,0,0,4,0,3,0,0,0,11,0,4,11,60,24,10,3,0,0,115,0,0,0,0,0,0,3,0,0,3,0,3,7,29,5,0,0,0,0,47,0,7,0,22,11,6,0,0,0,41,0,4,8,36,4,0,0,0,0,47,0,0,0,20,7,11,3,5,0,47,21,118,177,959,471,453,108,7,0,2319,0,0,0,9,5,13,12,0,0,31
SED54505,0,4,7,25,27,17,50,27,4,156,0,3,0,5,0,0,6,3,5,26,0,43,47,140,67,68,64,16,9,461,10,352,371,1127,705,279,134,90,38,3108,0,30,78,189,128,60,67,24,3,584,0,20,17,87,43,18,16,5,0,207,0,13,21,32,23,3,5,4,0,101,0,33,17,38,32,30,27,22,6,210,0,3,6,26,4,15,68,40,20,184,0,4,5,34,36,9,6,3,3,113,4,67,72,222,156,47,19,0,0,592,0,0,0,4,5,8,3,4,0,29,0,231,450,913,596,432,509,197,34,3368,0,0,0,0,0,0,8,5,0,18,0,0,4,28,15,3,6,4,0,61,0,8,8,25,23,29,28,19,3,143,0,0,14,36,6,0,0,0,0,55,0,0,4,17,8,16,32,42,13,127,0,97,99,144,121,130,101,36,12,741,0,0,0,0,0,0,0,0,0,4
SED54605,0,6,11,44,26,32,68,38,6,220,0,0,0,0,0,3,3,0,0,11,0,4,0,10,5,4,5,0,0,22,0,6,17,91,18,27,24,29,6,218,6,8,7,45,13,8,11,0,0,104,0,0,3,10,0,5,5,0,0,20,0,5,0,3,0,4,0,0,0,16,0,10,13,63,29,37,36,41,12,232,0,0,0,15,9,18,34,22,18,118,0,0,3,13,6,8,0,0,0,33,0,0,5,6,0,6,0,0,0,14,0,0,0,9,3,0,0,0,0,15,6,0,9,30,15,20,19,11,0,100,0,0,0,0,0,3,6,8,0,17,0,0,0,7,0,11,12,6,0,43,0,0,3,11,12,6,7,0,0,45,0,0,4,10,0,0,0,0,0,21,0,3,3,14,14,24,74,44,17,190,9,89,150,488,284,345,195,60,8,1641,0,0,0,4,3,5,4,0,0,14
SED54701,0,0,7,35,17,15,45,30,7,159,0,0,0,0,3,0,0,0,0,3,4,0,0,7,0,3,0,0,0,17,0,16,6,56,10,6,4,10,0,108,0,6,0,15,17,4,4,0,0,45,0,0,5,6,4,0,0,0,0,11,0,0,0,5,0,0,0,0,0,5,0,0,0,48,7,3,7,8,0,76,0,0,0,5,4,8,19,20,14,76,0,0,0,7,0,0,0,0,0,9,0,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,4,0,0,8,17,10,19,4,3,0,60,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,8,0,0,10,62,37,19,7,0,3,137,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,11,42,17,6,102,13,31,63,306,184,239,150,50,5,1040,0,0,0,0,0,0,0,0,0,0
SED54804,0,3,16,127,39,19,32,38,14,288,0,0,0,5,7,3,12,22,12,55,4,6,9,39,14,22,7,5,0,117,0,17,19,179,54,37,34,37,19,396,0,10,25,66,31,10,12,3,0,155,0,13,5,85,25,17,9,10,3,163,0,0,0,6,7,5,3,0,0,31,0,19,24,411,72,51,27,25,11,629,0,3,12,153,24,45,86,76,57,454,4,12,16,60,58,22,3,6,0,176,0,9,0,41,3,4,0,0,0,58,0,0,0,5,6,0,3,0,0,14,0,15,28,124,58,43,40,17,4,340,0,0,0,0,0,0,4,0,0,11,0,0,4,16,9,14,4,3,0,40,0,0,0,7,5,9,6,6,0,45,0,0,5,7,0,0,0,0,0,12,0,0,9,29,17,10,30,33,16,147,3,21,59,612,189,176,116,44,6,1217,0,0,0,17,3,13,0,0,5,48
SED54905,0,4,10,37,21,19,24,24,8,141,0,0,3,0,4,3,15,20,12,56,0,8,32,82,28,26,36,10,8,227,6,51,68,436,117,85,76,58,19,919,0,20,60,223,90,70,59,21,3,563,0,16,10,174,42,33,17,12,8,301,0,10,7,16,15,10,3,3,0,67,0,5,3,155,38,37,35,22,12,318,0,6,7,67,25,28,85,41,23,289,3,14,20,64,28,16,9,4,0,170,0,6,15,99,34,21,9,6,0,199,0,0,0,8,3,11,10,0,0,35,3,28,102,427,169,163,173,91,16,1167,0,0,0,0,0,0,5,0,0,12,0,0,8,44,8,19,11,3,5,97,0,0,6,26,19,24,22,16,9,121,0,0,27,107,0,4,0,0,0,145,0,4,6,28,14,20,36,27,4,139,4,28,54,210,135,165,124,49,6,778,0,0,0,3,5,0,8,0,0,18
SED55005,0,0,5,28,8,22,28,15,4,106,0,0,0,0,0,0,0,0,0,6,0,10,8,70,14,16,15,3,0,130,40,278,384,2001,538,258,160,75,20,3754,0,43,69,321,130,54,54,18,0,698,0,5,29,86,18,16,7,0,0,165,0,9,20,85,59,30,14,0,4,223,0,15,3,63,13,20,20,14,3,169,0,0,3,21,8,13,45,26,26,147,0,0,4,12,4,8,0,0,0,35,0,7,13,114,16,0,4,3,0,165,3,0,9,16,28,9,5,0,0,65,12,75,238,695,320,311,242,50,16,1956,0,0,0,0,0,4,4,0,0,15,0,12,23,116,31,25,12,6,0,225,3,3,24,141,67,68,61,10,8,385,0,3,5,53,4,0,6,0,0,73,0,0,0,3,7,7,31,36,8,101,13,113,169,416,237,222,101,34,7,1316,0,0,0,0,0,0,0,0,0,9
