LGA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
LGA51820,535,2634,128,12,3312,429,3041,148,4,3629,767,7075,363,12,8220,1095,7222,359,8,8680,1049,6135,235,11,7431,671,5078,167,19,5933,537,3665,179,21,4406,239,1800,181,6,2219,27,548,115,0,691,5338,37205,1875,95,44520,696,2380,118,0,3196,654,2930,138,5,3726,1130,7586,347,20,9079,1671,7260,298,7,9232,1436,6185,229,12,7864,871,5487,210,25,6589,695,3934,199,28,4856,256,2007,218,3,2477,40,863,204,0,1108,7447,38631,1953,103,48130,1231,5019,249,17,6510,1084,5972,286,10,7353,1893,14666,709,27,17297,2766,14484,652,16,17914,2485,12323,467,24,15298,1540,10562,380,43,12527,1237,7602,377,45,9260,493,3808,394,9,4697,61,1416,319,0,1797,12783,75839,3835,193,92652
LGA51860,0,8,0,0,8,0,10,3,0,16,8,25,12,3,41,11,27,8,0,42,6,20,4,0,35,10,40,19,0,77,3,33,14,0,44,0,14,8,0,33,0,7,0,0,3,50,177,69,3,297,0,0,3,0,8,4,15,5,0,25,8,22,14,0,44,10,22,10,0,43,10,17,10,0,39,4,40,23,0,69,6,29,13,0,41,0,11,0,0,14,0,0,0,0,0,37,172,74,0,286,0,10,3,0,14,4,32,5,0,41,12,44,25,3,77,18,47,13,0,84,18,47,18,0,76,21,78,45,0,143,8,60,26,0,89,0,27,8,0,42,0,10,0,0,10,82,349,143,3,580
LGA51890,37,204,25,0,264,19,188,10,0,223,50,337,43,3,435,77,366,54,0,499,75,401,46,0,524,99,507,36,0,646,115,453,38,0,604,53,196,28,0,275,9,44,26,0,78,534,2703,309,8,3551,27,182,27,3,238,26,146,19,0,186,68,366,33,0,469,129,315,45,0,486,120,442,33,0,590,140,445,29,0,617,121,370,28,0,518,56,186,39,0,279,8,63,31,0,101,697,2515,279,3,3494,65,382,56,3,503,48,334,25,0,406,118,708,78,3,910,212,679,98,0,989,194,840,79,0,1117,244,952,64,0,1261,230,827,68,0,1124,108,381,59,0,548,17,108,55,0,179,1229,5214,591,3,7040
LGA51960,13,69,20,0,101,3,83,48,0,135,30,281,211,0,521,24,219,179,0,428,39,274,194,0,511,22,276,118,0,422,25,135,38,0,202,5,38,9,0,52,3,10,6,0,8,168,1381,827,3,2382,9,71,35,0,110,8,78,35,0,119,32,142,71,0,242,41,145,78,0,261,35,177,67,0,274,35,141,46,0,223,26,89,26,0,141,0,22,9,0,35,0,7,0,0,7,181,873,365,0,1412,19,135,57,0,204,17,159,84,0,260,63,425,282,0,765,69,367,250,0,691,76,447,261,0,783,56,418,171,0,645,47,222,66,0,339,6,61,16,0,88,3,12,6,0,14,351,2251,1192,3,3796
LGA52030,3,3,3,0,11,0,10,3,0,22,9,26,10,0,45,11,27,3,0,44,12,33,11,0,56,39,77,16,0,132,29,73,13,0,113,17,36,8,0,60,3,6,6,0,15,123,297,78,0,496,3,7,6,0,11,0,5,5,0,14,12,29,0,0,45,16,17,4,0,46,20,29,7,0,51,21,57,10,0,96,44,51,7,0,99,12,25,5,0,44,0,4,7,0,11,137,227,58,0,422,4,9,7,0,22,4,19,6,0,32,28,52,11,0,87,29,49,12,0,92,33,59,20,0,109,61,136,29,0,224,70,127,20,0,214,30,60,13,0,103,9,11,12,0,23,260,526,130,0,918
LGA52100,6,12,0,0,18,12,16,0,0,30,13,33,0,0,48,31,23,4,0,63,19,34,3,0,61,27,36,4,0,68,19,57,9,0,80,14,14,0,0,26,9,7,3,0,15,142,243,25,0,409,0,5,0,0,8,13,3,0,0,15,22,36,4,0,58,38,16,0,0,57,18,23,0,0,55,23,41,4,0,69,23,40,9,0,67,22,17,3,0,39,0,19,6,0,21,155,204,28,0,388,7,19,5,0,26,22,21,0,0,47,36,70,4,0,109,64,45,5,0,116,40,67,6,0,113,50,82,3,0,134,45,91,12,0,152,31,28,3,0,68,6,27,4,0,38,302,444,52,4,799
LGA52170,86,189,9,0,283,42,174,7,0,224,86,283,17,4,390,89,276,22,3,392,148,347,7,3,508,151,349,12,7,524,130,282,9,3,429,66,194,23,0,279,10,65,18,0,87,807,2160,118,26,3100,99,170,6,0,274,62,159,5,0,229,89,343,13,5,446,149,260,19,5,430,221,344,13,6,582,171,341,14,6,526,123,324,13,0,463,51,195,18,0,262,9,88,25,0,126,968,2223,126,19,3332,183,363,13,0,553,101,335,16,3,453,175,626,30,8,832,241,534,41,7,818,372,689,17,6,1089,320,691,27,7,1049,258,607,21,4,890,119,388,42,0,541,16,155,42,0,211,1773,4383,240,41,6440
LGA52240,5,11,6,0,20,9,14,0,0,23,10,27,3,0,47,18,28,3,0,58,19,51,10,0,83,26,64,6,0,98,17,50,5,0,72,4,31,6,0,40,0,9,0,0,4,117,293,46,0,447,0,10,4,0,19,3,18,0,0,22,14,22,4,0,41,36,35,7,0,74,19,41,6,0,66,31,38,9,0,78,23,26,11,0,62,8,21,3,0,37,0,4,3,0,4,136,212,45,0,396,5,22,10,0,35,12,28,3,0,41,23,56,10,0,87,55,68,10,0,133,41,97,15,0,156,56,99,18,0,173,39,79,17,0,135,14,53,4,0,78,4,8,3,0,12,249,510,87,0,849
LGA52310,0,8,0,0,11,3,12,5,0,20,11,24,5,3,41,6,23,3,0,37,18,41,0,0,65,24,53,4,0,75,23,58,6,0,86,12,19,8,0,39,0,7,0,0,10,99,249,29,3,379,4,3,9,0,10,4,18,0,0,21,11,24,3,0,40,9,18,3,0,34,26,40,8,0,70,25,56,4,0,81,17,42,4,0,54,5,17,4,0,26,0,3,0,0,8,95,210,36,0,346,9,7,7,0,21,4,33,5,0,41,19,50,8,3,78,19,41,6,0,72,45,81,10,0,128,47,103,10,0,161,34,95,11,0,138,14,36,14,0,60,3,14,0,0,12,197,460,64,3,726
LGA52380,0,4,0,0,5,0,23,0,0,19,4,71,4,0,84,9,47,5,0,55,7,61,8,0,78,5,64,4,0,73,7,41,3,0,53,4,16,0,0,19,0,0,0,0,0,34,329,32,3,399,0,0,0,0,4,0,7,0,0,13,0,14,0,0,20,5,7,3,0,15,5,12,0,0,23,5,30,4,0,36,8,30,4,0,37,0,4,0,0,9,0,0,0,0,0,24,110,18,0,155,0,4,0,0,8,0,28,7,0,34,5,87,10,0,103,6,53,7,0,74,14,78,12,0,96,11,93,9,0,110,13,67,11,0,89,6,21,0,0,29,0,0,0,0,0,58,439,52,3,551
LGA52450,44,79,3,0,126,6,22,0,0,26,17,57,5,0,82,23,37,4,0,65,20,43,5,0,73,27,53,4,0,83,11,47,7,0,66,8,29,3,0,33,0,4,0,0,14,168,368,28,0,568,17,40,13,0,71,11,17,0,0,27,26,41,5,0,65,40,36,11,0,80,24,38,5,0,68,31,38,0,0,69,20,40,9,0,69,8,15,0,0,22,3,10,0,0,10,174,272,41,0,492,66,117,20,0,200,18,39,3,0,55,42,101,5,0,149,62,76,11,0,147,42,82,12,0,138,56,96,4,0,153,34,89,11,0,136,16,39,3,0,62,8,19,0,0,24,340,642,75,0,1058
LGA52520,3,16,4,0,26,12,16,3,0,36,31,41,16,0,87,28,58,22,0,109,21,47,20,0,90,35,74,26,0,136,21,47,14,0,82,6,18,8,0,27,4,5,0,0,11,170,324,106,0,599,3,10,3,0,18,13,16,9,0,33,35,39,11,0,79,41,38,17,0,97,28,27,16,0,66,33,43,11,0,86,18,29,7,0,51,7,19,9,0,43,4,16,4,0,22,175,243,82,0,498,11,28,6,0,41,26,35,11,0,68,59,85,22,0,169,71,94,39,0,206,51,77,27,0,151,66,115,38,0,219,37,73,20,0,131,18,40,16,0,74,11,23,3,0,32,340,568,184,0,1098
LGA52590,7,39,10,0,59,6,55,14,0,74,21,154,44,7,221,37,131,45,15,232,53,166,46,3,267,72,227,41,0,333,102,213,35,0,349,40,84,17,0,138,7,24,5,0,30,343,1090,255,23,1707,14,31,7,0,55,3,47,9,0,58,24,150,34,0,209,64,106,24,0,195,58,125,19,0,204,94,189,26,0,308,94,170,30,0,297,44,60,16,0,123,15,18,8,0,41,402,905,170,8,1489,16,74,13,0,110,12,104,24,0,138,43,300,76,14,433,99,242,72,10,425,107,295,70,0,476,161,415,62,0,645,197,386,63,0,641,85,145,31,0,263,16,42,9,0,70,746,2001,422,32,3197
LGA52660,65,343,11,0,420,44,297,16,0,355,85,720,39,5,842,150,685,38,0,875,131,648,43,0,833,138,634,25,0,802,124,518,55,7,705,64,277,30,0,366,13,98,39,0,152,812,4222,295,9,5343,82,306,14,0,406,45,267,11,0,322,116,753,36,0,907,237,702,28,0,970,204,700,37,0,935,177,655,27,0,860,131,510,33,3,675,77,356,61,0,489,8,135,60,0,206,1079,4387,306,9,5776,146,652,25,0,820,89,563,26,0,675,205,1471,73,4,1755,390,1386,65,0,1842,330,1354,82,0,1768,310,1291,54,3,1662,258,1027,85,11,1379,135,627,90,0,855,25,233,102,0,358,1892,8609,602,17,11120
LGA52730,51,140,26,0,208,4,44,8,0,61,29,135,28,0,187,78,212,36,0,320,106,229,43,0,377,127,316,47,0,491,144,307,43,0,496,81,171,28,0,283,10,52,11,0,70,629,1596,260,5,2495,44,125,25,0,194,10,40,9,0,64,46,176,33,0,251,136,220,42,0,402,151,245,53,0,445,177,319,41,0,532,199,270,43,4,513,70,156,28,0,254,16,60,12,0,89,843,1614,286,7,2740,92,263,47,0,405,14,82,22,0,118,68,307,60,0,434,218,430,77,0,727,256,471,95,0,824,303,636,85,0,1025,344,577,82,7,1006,150,330,56,0,538,26,113,23,0,160,1471,3214,549,4,5235
LGA52800,3,189,37,0,233,22,226,88,0,331,75,517,204,7,798,58,419,140,0,616,83,382,140,0,611,106,404,130,0,640,98,326,85,9,518,14,76,15,0,107,0,14,0,0,10,459,2548,835,17,3859,15,184,50,0,246,30,235,67,9,336,94,500,158,9,759,85,386,114,4,590,77,367,105,0,552,127,400,101,0,623,72,287,69,0,426,20,52,24,0,97,0,18,0,0,21,518,2423,685,26,3659,17,372,87,0,483,50,456,150,13,668,169,1011,365,12,1557,142,804,258,4,1207,166,749,248,0,1161,230,804,229,0,1263,168,619,150,9,942,36,128,39,0,198,0,33,4,0,34,986,4972,1523,35,7515
LGA52870,35,120,24,0,182,15,104,9,0,125,25,181,20,0,222,64,220,22,3,308,82,285,18,0,387,89,326,25,0,443,138,311,24,0,465,37,165,18,0,221,10,37,0,0,48,482,1751,165,3,2399,25,105,6,0,137,12,69,8,9,93,42,210,16,6,273,123,210,14,6,354,120,275,27,0,416,131,359,21,0,512,129,284,32,0,444,65,151,20,0,227,4,65,8,0,77,647,1726,139,20,2537,58,227,35,0,320,26,174,19,4,222,64,386,35,6,497,193,428,36,8,662,197,561,47,0,801,219,691,45,3,952,267,589,58,0,908,100,317,38,0,454,10,103,9,0,120,1131,3474,302,31,4930
LGA52940,0,3,0,0,9,8,17,5,0,22,7,11,0,0,25,22,14,3,0,42,22,29,5,0,57,14,26,0,0,43,15,41,4,0,56,6,13,3,0,21,3,6,0,0,3,93,161,26,0,285,0,3,3,0,7,0,11,3,0,12,12,15,0,0,31,28,16,0,0,45,16,15,3,0,38,19,19,3,0,42,21,41,0,0,60,9,10,3,0,17,5,5,0,0,10,114,130,23,0,259,3,11,4,0,17,11,27,7,0,40,24,27,6,0,51,52,23,3,0,83,41,44,7,0,96,31,47,8,0,86,34,82,5,0,119,16,18,3,0,38,3,9,0,0,10,205,288,48,0,542
LGA53010,3,0,3,0,8,4,7,0,0,10,14,21,12,0,40,24,22,8,0,51,19,18,17,0,60,12,31,18,0,60,9,31,5,0,46,6,11,6,0,28,0,0,0,0,0,91,136,75,0,307,0,7,0,0,5,6,3,0,0,12,16,16,0,0,36,23,14,5,0,41,18,21,9,0,40,16,31,7,0,50,7,24,9,0,37,5,13,4,0,12,0,0,0,0,4,83,123,40,0,246,4,7,5,0,13,10,15,3,0,19,28,33,13,5,80,45,31,20,0,96,33,41,27,0,103,28,58,20,0,112,17,50,17,0,83,8,24,7,0,38,0,0,0,0,4,173,258,115,5,548
LGA53080,0,9,8,0,15,4,27,12,0,38,9,62,28,0,93,5,37,10,0,62,8,95,44,0,147,15,68,19,0,104,19,62,15,0,95,0,15,3,0,26,0,5,0,0,5,66,377,142,9,585,0,4,0,0,7,0,14,4,0,24,11,38,16,0,67,5,30,13,0,52,8,47,10,0,67,18,55,18,0,84,14,44,12,0,67,5,13,5,0,21,0,0,0,0,0,55,242,88,5,385,0,15,7,0,19,7,40,21,0,63,12,98,40,0,157,10,69,27,0,104,19,135,59,0,219,29,121,32,0,187,32,97,30,0,161,3,31,9,0,46,0,0,0,0,10,125,615,228,7,971
LGA53150,52,192,5,0,252,33,148,0,4,189,52,269,23,12,355,80,291,21,5,399,148,380,19,3,550,103,382,10,3,500,100,294,13,0,412,46,154,16,0,215,12,80,15,0,102,613,2200,117,34,2969,92,179,7,0,282,47,129,3,0,179,75,274,14,3,370,141,338,24,0,503,157,442,9,0,615,121,424,12,0,557,111,293,9,0,406,48,192,16,0,254,5,117,25,0,151,796,2391,119,3,3308,142,373,8,0,534,84,277,7,4,366,130,546,37,14,726,214,635,44,6,901,301,822,34,3,1157,218,805,24,9,1053,202,585,25,0,817,93,342,30,0,468,15,195,40,0,259,1414,4589,242,34,6275
LGA53220,26,157,55,0,243,41,425,228,5,692,220,2034,1300,24,3571,267,2073,1425,24,3797,235,1795,1192,22,3250,129,1300,759,15,2204,66,341,129,4,543,15,49,13,0,78,0,8,0,0,7,1000,8182,5105,95,14376,24,131,24,0,183,34,313,129,7,485,168,867,366,17,1421,173,540,208,0,922,101,512,225,0,836,84,403,141,7,632,50,192,26,0,263,9,33,9,0,52,3,3,0,0,5,645,2994,1133,30,4801,52,294,82,0,428,77,734,350,16,1180,383,2899,1666,38,4990,434,2615,1640,24,4716,334,2309,1414,26,4084,214,1702,899,14,2834,112,533,151,4,807,26,85,19,0,132,3,8,0,0,9,1645,11170,6236,126,19176
LGA53290,112,300,46,0,462,44,251,48,5,346,118,550,106,7,782,220,508,83,0,808,237,597,128,0,966,173,694,104,5,966,166,487,76,0,729,102,271,69,0,435,20,84,8,0,110,1183,3736,676,20,5615,77,272,43,0,394,41,246,36,0,324,181,541,66,4,796,294,465,96,0,853,299,522,84,0,906,219,606,74,3,905,193,461,78,0,729,106,299,54,0,461,20,136,18,0,173,1440,3548,557,6,5543,185,577,94,0,856,93,494,85,5,676,299,1091,173,15,1579,508,971,181,0,1662,531,1117,221,0,1871,399,1299,174,4,1876,357,948,157,0,1459,204,567,118,0,894,40,215,23,0,284,2624,7278,1236,28,11158
LGA53360,17,72,10,0,95,18,100,9,0,131,56,327,29,10,416,78,286,27,3,389,94,256,26,0,375,99,384,34,0,519,162,480,28,0,672,56,181,9,0,249,4,15,7,0,22,575,2092,183,19,2872,15,63,15,0,93,34,112,11,11,164,104,354,36,10,497,140,224,20,0,386,107,220,29,0,354,112,366,21,4,511,159,408,30,5,602,32,125,9,0,171,9,11,0,0,16,710,1878,175,26,2790,31,135,21,0,189,53,207,24,12,296,154,675,63,16,915,220,504,40,0,773,204,474,54,0,731,210,753,59,4,1029,313,888,62,5,1271,94,302,22,0,416,8,34,7,0,44,1284,3979,359,44,5661
LGA53430,125,548,40,0,707,132,633,78,15,858,293,1622,180,35,2136,348,1708,172,13,2240,380,1499,203,12,2099,410,1560,160,12,2148,343,1241,104,8,1696,151,645,78,0,878,11,286,53,3,349,2197,9741,1066,99,13105,179,506,37,0,720,229,665,76,10,985,412,1721,162,30,2323,494,1587,126,9,2215,566,1507,129,14,2209,463,1646,99,8,2216,451,1285,105,6,1840,171,758,82,5,1022,19,425,85,0,522,2980,10097,899,75,14052,296,1048,76,5,1428,356,1300,154,25,1835,711,3345,339,68,4457,847,3293,299,20,4457,949,3008,334,22,4309,876,3207,260,24,4367,792,2524,209,14,3539,320,1407,164,5,1893,33,704,137,3,877,5174,19839,1962,177,27154
LGA53570,26,93,5,0,127,12,87,10,0,115,20,221,23,10,279,36,201,15,7,259,72,262,24,0,356,81,313,38,0,427,104,343,37,3,494,50,190,24,0,262,3,35,0,0,38,390,1755,191,29,2360,13,89,12,0,120,9,78,12,4,98,49,251,21,16,328,71,206,8,14,302,72,247,33,5,357,105,282,21,0,406,113,268,39,0,415,36,124,29,0,190,11,31,4,0,42,487,1565,173,40,2271,42,184,19,0,249,26,163,24,3,213,71,472,41,32,610,107,400,26,21,557,144,506,56,3,715,182,598,58,0,837,215,609,79,7,908,86,315,47,0,451,11,60,7,0,84,880,3316,366,69,4628
LGA53640,4,18,0,0,22,10,15,6,0,32,35,46,6,0,86,37,35,10,0,82,37,34,9,0,76,26,65,13,0,106,33,49,6,0,87,4,17,0,0,22,0,4,0,0,5,193,280,42,0,515,5,11,6,0,15,11,10,0,0,29,38,48,6,0,99,45,25,8,0,78,38,31,0,0,68,27,41,5,0,69,14,34,7,0,62,0,10,0,0,12,0,7,0,0,7,181,217,39,0,437,12,30,3,0,41,26,29,9,0,59,74,97,8,0,183,79,63,18,0,157,72,73,5,0,148,51,106,17,0,178,47,78,16,0,140,7,22,0,0,34,0,13,0,0,8,372,497,78,0,952
LGA53710,0,11,7,0,23,6,17,5,0,15,12,20,0,0,32,18,31,3,0,54,23,31,13,0,58,20,52,5,0,76,17,53,9,0,86,4,25,4,0,34,0,9,3,0,11,91,250,47,0,391,0,13,0,0,14,8,14,6,0,18,10,18,3,0,34,32,22,4,0,63,24,27,11,0,60,22,54,9,0,85,20,42,10,0,75,10,16,7,0,29,6,9,0,0,12,130,207,47,0,385,3,24,9,0,37,9,24,11,0,39,28,40,3,0,67,52,54,10,0,112,43,58,17,0,121,39,97,19,0,158,42,94,17,0,157,12,39,10,0,67,6,20,6,0,24,223,460,98,0,776
LGA53780,488,3321,292,0,4098,459,3551,332,14,4356,691,6904,900,20,8502,1025,7937,795,24,9781,919,6468,500,20,7904,569,5284,258,20,6129,558,4094,191,29,4870,295,1905,148,8,2356,40,569,100,5,715,5039,40038,3514,131,48717,604,2950,206,6,3767,644,3095,232,7,3978,956,7249,573,17,8789,1519,7649,492,13,9676,1175,6336,328,12,7854,854,5407,218,48,6530,684,4230,214,47,5167,332,2183,204,12,2733,55,921,180,3,1158,6825,40013,2646,163,49651,1090,6273,498,5,7866,1113,6648,562,17,8334,1644,14148,1472,36,17300,2543,15593,1287,31,19460,2085,12811,825,37,15759,1421,10695,477,67,12658,1244,8317,402,75,10043,630,4091,351,18,5093,92,1482,286,6,1873,11863,80052,6164,294,98372
LGA53800,145,991,149,0,1285,90,801,112,3,1004,247,1668,294,6,2218,376,1608,317,0,2301,391,1821,241,0,2457,381,1915,208,3,2514,381,1487,163,0,2030,158,779,114,5,1057,27,275,52,3,359,2203,11341,1647,27,15223,190,912,112,0,1214,135,813,116,0,1062,336,1824,237,4,2401,549,1696,263,0,2515,559,1962,199,3,2722,472,1929,175,3,2582,487,1476,175,0,2142,231,783,128,4,1145,33,368,86,0,488,2996,11758,1495,17,16265,335,1905,253,0,2500,229,1612,225,4,2062,583,3491,532,13,4617,923,3304,587,0,4813,949,3782,441,7,5179,859,3846,385,8,5095,868,2960,337,3,4170,391,1560,245,9,2198,61,641,139,5,848,5201,23099,3142,47,31485
LGA53920,3,141,24,0,173,13,120,23,0,156,44,265,55,4,372,36,239,67,5,343,41,203,70,4,313,42,192,54,0,287,48,163,40,0,256,10,43,16,0,73,0,5,3,0,8,237,1375,346,16,1979,4,124,27,0,157,24,135,21,0,182,44,295,52,9,390,46,231,41,0,314,44,186,39,0,270,62,198,45,0,299,47,152,47,0,246,10,29,15,0,57,0,4,0,0,11,272,1356,291,14,1928,11,265,50,0,323,32,256,43,4,344,83,559,105,8,763,80,467,109,5,659,85,387,107,5,584,103,388,94,0,587,96,319,87,0,502,17,73,34,0,125,5,9,9,0,17,511,2733,638,25,3910
LGA53990,182,759,59,0,995,66,546,31,0,636,140,1259,72,6,1478,279,1370,73,8,1724,317,1323,86,5,1728,263,1323,102,0,1688,275,1053,61,0,1383,142,493,45,0,673,15,138,14,0,170,1680,8251,535,19,10484,190,690,47,0,929,88,473,30,0,588,219,1346,70,5,1642,466,1360,66,0,1903,403,1373,56,0,1828,367,1411,74,6,1845,351,1041,63,0,1449,150,532,38,0,725,20,185,23,0,225,2245,8407,460,12,11128,372,1444,107,3,1928,148,1017,56,0,1220,357,2605,145,10,3121,746,2729,140,5,3623,719,2697,139,3,3562,627,2731,171,6,3533,629,2090,117,0,2835,293,1018,80,0,1397,38,321,33,0,394,3928,16658,1000,33,21618
LGA54060,8,74,16,0,101,10,46,7,0,64,10,96,28,0,138,44,107,36,0,184,38,165,34,0,240,61,225,43,0,333,71,254,48,0,377,34,136,31,0,194,4,28,7,0,44,284,1138,252,0,1675,15,57,4,0,77,10,38,9,0,62,20,84,20,0,129,59,120,19,0,204,61,159,18,0,239,79,233,32,0,342,103,225,34,0,367,53,121,19,0,196,3,31,0,0,38,400,1083,173,0,1654,19,134,19,0,179,15,93,14,0,125,34,182,48,0,269,107,226,58,0,387,97,328,57,0,479,139,461,81,0,673,176,481,83,0,741,88,255,53,0,388,12,60,13,0,81,689,2219,424,4,3332
LGA54130,0,10,3,0,15,13,19,6,0,29,23,31,4,6,62,33,37,8,0,82,34,39,8,0,74,33,67,9,0,107,31,49,9,0,83,3,16,0,0,22,0,3,3,0,9,165,267,43,6,484,0,4,4,0,11,3,19,6,0,25,25,42,6,0,78,43,26,3,0,76,35,24,10,0,71,31,46,5,0,81,23,36,4,0,66,0,11,4,0,15,0,0,0,0,3,162,218,38,5,421,4,16,5,0,26,14,34,4,0,53,45,78,9,9,142,80,63,15,0,161,63,64,23,0,147,56,110,13,0,185,51,82,13,0,151,8,28,3,0,42,0,4,3,0,10,332,483,82,9,906
LGA54170,826,4367,132,0,5324,650,3889,134,4,4680,780,6638,266,16,7695,1563,7972,319,13,9867,1989,8265,287,16,10560,1280,8248,212,20,9761,1301,6893,174,15,8383,516,2968,153,8,3636,70,908,87,4,1067,8976,50143,1767,90,60976,1013,3797,112,4,4930,854,3190,100,11,4148,1053,6764,277,17,8108,2459,8137,279,13,10885,2502,8691,258,14,11458,1608,9163,226,17,11013,1443,7252,213,18,8927,497,3360,222,9,4090,61,1529,181,0,1776,11490,51871,1869,100,65332,1840,8164,240,3,10251,1502,7074,232,15,8829,1834,13400,544,31,15810,4018,16107,600,27,20751,4492,16954,547,33,22018,2893,17410,434,43,20771,2745,14142,385,31,17306,1016,6321,376,17,7730,131,2437,268,3,2847,20464,102016,3630,195,126307
